Time (s),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2)
2.538110875E1,5.275575638E0,8.425128937E0,2.772683203E-1
2.539099593E1,5.182255745E0,8.451449394E0,3.586242795E-1
2.540088307E1,5.179862976E0,8.499305725E0,3.203391433E-1
2.541077020E1,5.141577721E0,8.523234367E0,2.198405862E-1
2.542065739E1,5.005186558E0,8.566305161E0,3.681955934E-1
2.543054453E1,4.923830986E0,8.583054543E0,5.476573110E-1
2.544043171E1,4.993222713E0,8.544769287E0,4.375874400E-1
2.545031885E1,5.440979481E0,8.465806961E0,5.021936297E-1
2.546020598E1,5.785545826E0,8.243273735E0,3.801597059E-1
2.547009317E1,5.852545261E0,7.991728306E0,3.299104273E-1
2.547998031E1,5.701797485E0,7.836194992E0,3.993022740E-1
2.548986750E1,5.412265778E0,7.800302505E0,3.275175989E-1
2.549975463E1,5.165505886E0,7.826623917E0,4.208376706E-1
2.550964176E1,4.981258392E0,7.907979965E0,4.782654345E-1
2.551952895E1,4.904688358E0,8.015656471E0,4.639084935E-1
2.552941609E1,5.227719307E0,8.149654388E0,1.764706671E-1
2.553930322E1,5.622834206E0,8.245666504E0,8.315058798E-2
2.554919041E1,5.613262653E0,8.104190826E0,-3.170489892E-2
2.555907755E1,5.527121067E0,7.829016685E0,-6.999006122E-2
2.556896473E1,5.582156181E0,7.678268909E0,-1.944168359E-1
2.557885187E1,5.799902916E0,7.546364307E0,-2.733799815E-1
2.558873900E1,5.979663849E0,7.481758118E0,-3.837489188E-1
2.559862619E1,6.087340832E0,7.467401028E0,-1.920240223E-1
2.560851333E1,6.039484501E0,7.500900745E0,1.286142170E-1
2.561840052E1,5.725725651E0,7.419544697E0,2.099701911E-1
2.562828765E1,5.728118420E0,7.352545738E0,3.681955934E-1
2.563817479E1,6.046662807E0,7.465008259E0,3.658027649E-1
2.564806197E1,6.484848499E0,7.711768150E0,1.716850251E-1
2.565794911E1,6.733702183E0,7.833802223E0,1.286142170E-1
2.566783624E1,6.506383896E0,7.635198116E0,1.860419661E-1
2.567772343E1,6.046662807E0,7.441080093E0,2.892324328E-1
2.568761057E1,5.756832123E0,7.426723480E0,2.099701911E-1
2.569749776E1,5.491229057E0,7.534400463E0,2.509472668E-1
2.570738489E1,5.199005604E0,7.699804306E0,3.562314808E-1
2.571727203E1,5.000401020E0,8.041977882E0,3.538386524E-1
2.572715921E1,4.909473896E0,8.492127419E0,4.064807594E-1
2.573704635E1,4.931009293E0,8.889635086E0,5.835496187E-1
2.574693354E1,5.012365341E0,9.140881538E0,6.242275834E-1
2.575682067E1,5.134399414E0,9.373284340E0,3.275175989E-1
2.576670781E1,5.088935375E0,9.351749420E0,1.022931710E-1
2.577659500E1,4.835296154E0,8.966205597E0,-1.058823988E-1
2.578648213E1,4.385146618E0,8.389236450E0,-6.759724021E-2
2.579636932E1,4.258327007E0,7.960621834E0,-3.409772366E-2
2.580625645E1,4.322933197E0,7.817052364E0,-2.662015259E-1
2.581614359E1,4.332504272E0,7.905586720E0,-2.446661144E-1
2.582603078E1,4.308576107E0,8.183453560E0,-1.034895778E-1
2.583591791E1,4.315754890E0,8.506484032E0,3.897309899E-1
2.584580510E1,4.267898083E0,8.791529655E0,7.031907439E-1
2.585569223E1,4.195814610E0,9.023633003E0,9.236295223E-1
2.586557937E1,4.092923164E0,9.306285858E0,7.582256794E-1
2.587546656E1,3.978067636E0,9.354142189E0,9.427721500E-1
2.588535369E1,3.705285788E0,9.057132721E0,6.433702111E-1
2.589524088E1,3.503989697E0,8.657232285E0,3.107678294E-1
2.590512802E1,3.456133127E0,8.094619751E0,1.238285750E-1
2.591501520E1,3.606881142E0,7.793124199E0,-2.931207791E-2
2.592490234E1,4.009174347E0,7.864908695E0,-7.238288224E-2
2.593478947E1,4.260719776E0,8.068299294E0,-2.452643216E-2
2.594467666E1,4.155136585E0,8.327022552E0,4.232304990E-1
2.595456380E1,3.630809307E0,8.470592499E0,9.092726111E-1
2.596445093E1,2.864806890E0,8.566305161E0,1.565205097E0
2.597433812E1,1.830509305E0,8.592626572E0,1.881057739E0
2.598422526E1,8.922237158E-1,8.592626572E0,1.893021822E0
2.599411244E1,2.599203587E-1,8.563912392E0,2.060818434E0
2.600399958E1,-1.492523104E-1,8.630910873E0,2.161317110E0
2.601388671E1,-2.883351147E-1,8.551948547E0,2.340778828E0
2.602377390E1,7.806584239E-2,8.319844246E0,2.723929405E0
2.603366104E1,9.855438471E-1,8.063512802E0,2.601895571E0
2.604354822E1,1.849651933E0,7.939086437E0,2.395813704E0
2.605343536E1,1.962114573E0,7.862515926E0,2.656930447E0
2.606332255E1,1.411466241E0,7.852944851E0,2.685644388E0
2.607320968E1,6.981059909E-1,7.898408413E0,2.953640461E0
2.608309682E1,-1.827518344E-1,8.099405289E0,2.721536636E0
2.609298400E1,-1.025623560E0,8.461020470E0,2.551646233E0
2.610287114E1,-1.671984792E0,8.793922424E0,2.599502802E0
2.611275828E1,-2.354238272E0,9.059525490E0,2.438884497E0
2.612264546E1,-2.488236427E0,9.026025772E0,2.410170555E0
2.613253260E1,-2.028814554E0,8.815457344E0,2.194816589E0
2.614241979E1,-1.047158957E0,8.791529655E0,1.797308922E0
2.615230692E1,-2.234298140E-1,8.832207680E0,1.488634825E0
2.616219411E1,1.642074585E-1,8.805886269E0,1.299302697E0
2.617208124E1,1.091725305E-1,8.882456779E0,1.421635747E0
2.618196838E1,-5.108676553E-1,9.193523407E0,1.933998942E0
2.619185557E1,-1.264905930E0,9.617352486E0,2.556432009E0
2.620174270E1,-1.408774376E0,1.014167976E1,2.841177702E0
2.621162989E1,-1.006481051E0,1.065165043E1,2.939283609E0
2.622151703E1,-9.155537486E-1,1.103480053E1,3.178864956E0
2.623140421E1,-1.408774376E0,1.085743237E1,4.054936886E0
2.624129135E1,-2.172383785E0,1.020149994E1,4.878666401E0
2.625117848E1,-2.282453775E0,9.488140106E0,5.172983646E0
2.626106567E1,-1.018445134E0,9.014061928E0,4.416552544E0
2.627095281E1,6.023930907E-1,9.229415894E0,2.776571512E0
2.628084000E1,1.856830359E0,9.928718567E0,1.062413216E0
2.629072713E1,2.225624084E0,1.045065308E1,3.586242795E-1
2.630061426E1,1.021436214E0,1.063729286E1,7.701897621E-1
2.631050145E1,-7.190431952E-1,1.059661484E1,1.665703654E0
2.632038859E1,-2.095813513E0,1.037617588E1,2.326421738E0
2.633027578E1,-2.545963287E0,1.015125084E1,2.364706993E0
2.634016291E1,-2.181955099E0,9.950253487E0,2.166102648E0
2.635005010E1,-1.403988719E0,9.782457352E0,2.111067772E0
2.635993723E1,-5.084748268E-1,9.595816612E0,1.778166294E0
2.636982437E1,4.061816335E-1,9.411569595E0,1.332802176E0
2.637971156E1,1.124327540E0,9.476176262E0,1.098305583E0
2.638959869E1,1.514656782E0,9.519247055E0,8.518448472E-1
2.639948588E1,1.440479279E0,9.387641907E0,7.896314859E-1
2.640937302E1,1.028614640E0,9.301499367E0,8.494520187E-1
2.641926020E1,6.023930907E-1,9.370891571E0,6.864410043E-1
2.642914734E1,3.487538993E-1,9.579067230E0,6.385845542E-1
2.643903447E1,5.042873621E-1,9.760921478E0,2.413759828E-1
2.644892166E1,7.794619799E-1,9.727422714E0,1.190429255E-1
2.645880880E1,9.185447693E-1,9.516854286E0,2.365903407E-1
2.646869598E1,8.536394835E-1,9.150452614E0,5.859424472E-1
2.647858312E1,7.196413875E-1,8.942276955E0,8.231309652E-1
2.648847031E1,7.100701332E-1,8.935098648E0,1.021735311E0
2.649835744E1,8.587242365E-1,8.990134239E0,1.239482164E0
2.650824458E1,1.040578723E0,9.083454132E0,1.345065475E0
2.651813177E1,1.263111234E0,9.171988487E0,1.474277854E0
2.652801890E1,1.406680584E0,9.212666512E0,1.593919039E0
2.653790609E1,1.646261930E0,9.171988487E0,1.332802176E0
2.654779322E1,2.043769598E0,9.191130638E0,1.071984529E0
2.655768036E1,2.204088688E0,9.390034676E0,1.115055323E0
2.656756755E1,1.938186288E0,9.602995872E0,8.518448472E-1
2.657745468E1,1.593619823E0,9.763314247E0,5.931209326E-1
2.658734187E1,1.428515077E0,9.983753204E0,7.031907439E-1
2.659722901E1,1.279860973E0,1.021825027E1,7.558328509E-1
2.660711619E1,1.169791222E0,1.046500969E1,5.787639618E-1
2.661700333E1,1.217647672E0,1.063250732E1,4.016951025E-1
2.662689046E1,1.394716501E0,1.049372387E1,4.543372095E-1
2.663677765E1,1.512263894E0,1.009143066E1,6.505486369E-1
2.664666479E1,1.481157184E0,9.543174744E0,7.848458290E-1
2.665655197E1,1.607976794E0,8.994919777E0,9.044869542E-1
2.666643911E1,1.777867198E0,8.683553696E0,5.811567903E-1
2.667632630E1,2.050948143E0,8.688339233E0,5.189434290E-1
2.668621343E1,2.096411705E0,8.746066093E0,5.811567903E-1
2.669610057E1,2.022234201E0,8.784351349E0,7.175477147E-1
2.670598776E1,1.907079697E0,8.865707397E0,8.685946465E-1
2.671587489E1,1.641476393E0,8.947062492E0,7.007979155E-1
2.672576208E1,1.291825175E0,8.947062492E0,5.667998791E-1
2.673564921E1,1.205683470E0,8.784351349E0,7.582256794E-1
2.674553640E1,1.229611754E0,8.554341316E0,6.625127792E-1
2.675542354E1,1.543370605E0,8.616554260E0,6.242275834E-1
2.676531067E1,1.801795483E0,8.825029373E0,7.055835724E-1
2.677519786E1,1.928615093E0,9.138488770E0,8.279166222E-1
2.678508500E1,1.986341953E0,9.334999084E0,7.824530005E-1
2.679497218E1,2.134696960E0,9.332606316E0,4.160520434E-1
2.680485932E1,2.110768557E0,9.107381821E0,1.884347796E-1
2.681474651E1,2.027019978E0,8.959027290E0,2.820539773E-1
2.682463364E1,2.005484581E0,9.037990570E0,5.333003402E-1
2.683452083E1,1.923829436E0,9.026025772E0,5.859424472E-1
2.684440796E1,2.206481695E0,9.011669159E0,5.715855360E-1
2.685429510E1,2.546561480E0,9.071489334E0,6.409773827E-1
2.686418229E1,2.565704107E0,9.097810745E0,7.366902828E-1
2.687406942E1,2.445763826E0,8.980562210E0,7.749754190E-1
2.688395661E1,2.580060959E0,8.868100166E0,8.446664214E-1
2.689384374E1,3.027518749E0,8.980562210E0,7.271189690E-1
2.690373093E1,3.468097210E0,9.299106598E0,6.385845542E-1
2.691361807E1,3.683750391E0,9.442676544E0,5.165506005E-1
2.692350526E1,3.961317778E0,9.397212982E0,5.907281041E-1
2.693339239E1,4.140779495E0,9.270093918E0,2.389831543E-1
2.694327953E1,4.255934238E0,9.150452614E0,-1.250249892E-1
2.695316671E1,4.308576107E0,8.827422142E0,-2.638086975E-1
2.696305385E1,4.401896477E0,8.532805443E0,-3.598206937E-1
2.697294104E1,4.299005032E0,8.422736168E0,-4.268197417E-1
2.698282817E1,4.090530396E0,8.551948547E0,-2.470589429E-1
2.699271536E1,3.987638950E0,8.935098648E0,-4.124628007E-1
2.700260250E1,4.078566074E0,9.318249702E0,-4.196412563E-1
2.701248963E1,4.322933197E0,9.378069878E0,-5.009972453E-1
2.702237682E1,4.550251484E0,9.095417976E0,-5.225326419E-1
2.703226395E1,4.689034939E0,8.743673325E0,-5.057829022E-1
2.704215114E1,4.698606491E0,8.587840080E0,-4.579264224E-1
2.705203828E1,4.442574501E0,8.535198212E0,-3.188436031E-1
2.706192546E1,4.052245140E0,8.504091263E0,-8.195417374E-2
2.707181260E1,4.064209461E0,8.499305725E0,-5.751747489E-1
2.708169979E1,4.765605450E0,8.781958580E0,-1.207179070E0
2.709158692E1,5.574977875E0,9.207880974E0,-1.772184253E0
2.710147411E1,5.982056618E0,9.480961800E0,-1.887039781E0
2.711136124E1,5.878866196E0,9.421140671E0,-1.623829246E0
2.712124838E1,5.452943802E0,9.023633003E0,-1.501795292E0
2.713113557E1,5.270790100E0,8.767601013E0,-1.109073281E0
2.714102270E1,5.280361176E0,8.774779320E0,-5.416752100E-1
2.715090989E1,5.199005604E0,8.808279037E0,-2.231307179E-1
2.716079703E1,5.155934811E0,8.832207680E0,-1.513460279E-1
2.717068421E1,5.393123150E0,8.719446182E0,1.142572835E-1
2.718057135E1,5.692225933E0,8.585447311E0,3.418745399E-1
2.719045854E1,6.005984783E0,8.453842163E0,4.591228366E-1
2.720034567E1,6.259624004E0,8.360522270E0,4.519443810E-1
2.721023286E1,6.525526524E0,8.336593628E0,4.351946115E-1
2.722012000E1,6.492026806E0,8.441878319E0,4.040879309E-1
2.723000713E1,6.118447304E0,8.501698494E0,4.351946115E-1
2.723989432E1,5.606084347E0,8.537590981E0,7.175477147E-1
2.724978145E1,5.053043365E0,8.484949112E0,1.031306505E0
2.725966864E1,5.069792747E0,8.444271088E0,9.858429432E-1
2.726955578E1,5.424229622E0,8.523234367E0,8.039883971E-1
2.727944296E1,5.845366478E0,8.676374435E0,5.883352757E-1
2.728933010E1,6.132804394E0,8.793922424E0,2.461616248E-1
2.729921729E1,6.259624004E0,8.865707397E0,-1.489532143E-1
2.730910442E1,6.350551128E0,8.851349831E0,-5.105685592E-1
2.731899156E1,6.403193474E0,8.808279037E0,-8.718847632E-1
2.732887874E1,6.197410583E0,8.846564293E0,-9.678967595E-1
2.733876588E1,5.775974751E0,8.846564293E0,-1.192822099E0
2.734865307E1,5.653940678E0,8.659625053E0,-1.231107235E0
2.735854020E1,5.804688454E0,8.295916557E0,-1.216750264E0
2.736842739E1,5.965306759E0,7.900801182E0,-1.298106313E0
2.737831453E1,5.878866196E0,7.433901787E0,-1.331605792E0
2.738820171E1,5.773581982E0,6.995716095E0,-1.333998680E0
2.739808885E1,5.634798050E0,6.706184387E0,-1.243071318E0
2.740797604E1,5.505585670E0,6.509973049E0,-1.001396298E0
2.741786317E1,5.337789059E0,6.449853420E0,-9.053842425E-1
2.742775036E1,5.251647472E0,6.505187511E0,-6.924230456E-1
2.743763750E1,5.218147755E0,6.701398849E0,-5.703890920E-1
2.744752468E1,5.347659588E0,7.094120979E0,-4.316053987E-1
2.745741182E1,5.594120026E0,7.558328629E0,-6.999006122E-2
2.746729895E1,5.728118420E0,7.855337620E0,3.529413417E-2
2.747718614E1,5.720939636E0,7.886444569E0,1.190429255E-1
2.748707328E1,5.809474468E0,7.747660637E0,-3.170489892E-2
2.749696046E1,5.994020939E0,7.522436142E0,-7.716853172E-2
2.750684760E1,6.175875187E0,7.445865631E0,-7.477571070E-2
2.751673479E1,6.187839508E0,7.472187042E0,2.333002165E-2
2.752662192E1,5.883651733E0,7.637590885E0,8.554340899E-2
2.753650911E1,5.393123150E0,7.884051323E0,9.272187948E-2
2.754639624E1,4.797011375E0,8.156833649E0,2.003988922E-1
2.755628343E1,4.071387768E0,8.551948547E0,2.341975123E-1
2.756617057E1,3.836891174E0,8.853742599E0,4.040879309E-1
2.757605776E1,4.102494240E0,8.906385422E0,4.663013220E-1
2.758594489E1,4.531108856E0,8.827422142E0,4.256233275E-1
2.759583208E1,4.933402061E0,8.453842163E0,2.123630047E-1
2.760571921E1,5.096114159E0,7.939086437E0,-1.010967568E-1
2.761560640E1,5.105685234E0,7.666304588E0,-2.303091735E-1
2.762549354E1,4.792225361E0,7.659126282E0,-3.140579760E-1
2.763538072E1,4.272684097E0,7.891230106E0,-1.298106313E-1
2.764526786E1,3.867997885E0,8.276773453E0,4.351946115E-1
2.765515505E1,3.436990738E0,8.676374435E0,7.199404836E-1
2.766504218E1,2.924627542E0,8.932705879E0,6.050850153E-1
2.767492932E1,2.714059114E0,8.901598930E0,8.398807645E-1
2.768481650E1,2.943770170E0,8.738887787E0,8.685946465E-1
2.769470364E1,3.405884027E0,8.561519623E0,6.242275834E-1
2.770459083E1,3.875176191E0,8.535198212E0,6.002993584E-1
2.771447796E1,4.114458561E0,8.544769287E0,4.160520434E-1
2.772436515E1,4.337290287E0,8.578269005E0,4.519443810E-1
2.773425229E1,4.219742775E0,8.671588898E0,6.505486369E-1
2.774413947E1,3.635594845E0,8.645268440E0,7.558328509E-1
2.775402661E1,2.941377163E0,8.614161491E0,7.295117974E-1
2.776391380E1,2.058126688E0,8.599804878E0,8.183453679E-1
2.777380093E1,1.031007409E0,8.614161491E0,1.512562990E0
2.778368812E1,1.402792335E-1,8.535198212E0,2.118246317E0
2.779357526E1,-1.444666684E-1,8.487341881E0,2.132603168E0
2.780346244E1,5.653043464E-2,8.542376518E0,1.922034740E0
2.781334958E1,4.157529473E-1,8.559126854E0,1.861915112E0
2.782323676E1,1.028614640E0,8.513663292E0,1.694417477E0
2.783312390E1,1.725225091E0,8.559126854E0,1.567597985E0
2.784301109E1,2.074876308E0,8.695517540E0,1.524527073E0
2.785289822E1,1.820937991E0,8.815457344E0,1.696810365E0
2.786278541E1,8.440681696E-1,8.760422707E0,1.778166294E0
2.787267255E1,-4.486542344E-1,8.487341881E0,1.936391711E0
2.788255973E1,-1.700698733E0,8.092226982E0,2.163709879E0
2.789244687E1,-2.397309303E0,7.735696316E0,2.276172638E0
2.790233406E1,-2.538784742E0,7.606483936E0,2.170888424E0
2.791222119E1,-2.483450890E0,7.819445133E0,1.967498422E0
2.792210838E1,-2.509771824E0,8.207381248E0,2.094317913E0
2.793199552E1,-2.459522486E0,8.429914474E0,1.871486425E0
2.794188270E1,-2.045564175E0,8.688339233E0,1.761416554E0
2.795176984E1,-1.573879123E0,8.841778755E0,1.636989832E0
2.796165703E1,-1.035194874E0,8.901598930E0,1.440778375E0
2.797154416E1,-7.477570772E-1,8.798707962E0,1.304088354E0
2.798143130E1,-8.557332158E-1,8.695517540E0,1.352243900E0
2.799131848E1,-1.406381488E0,8.712266922E0,1.948355794E0
2.800120562E1,-2.337488651E0,9.066703796E0,2.908176899E0
2.801109281E1,-2.624926329E0,9.787242889E0,3.195614576E0
2.802097994E1,-2.095813513E0,1.091246796E1,3.147758245E0
2.803086713E1,-1.758126378E0,1.201376438E1,4.090829372E0
2.804075426E1,-2.167598248E0,1.234427261E1,4.438087940E0
2.805064145E1,-2.244168520E0,1.153041458E1,4.313661098E0
2.806052859E1,-1.710269928E0,1.037856865E1,4.948058128E0
2.807041578E1,-7.860422134E-1,1.002921677E1,4.105186462E0
2.808030291E1,1.187438220E-1,1.046261692E1,1.739881158E0
2.809019010E1,1.119541883E0,1.100369358E1,2.003988922E-1
2.810007729E1,1.497906923E0,1.109940720E1,-1.920240223E-1
2.810996442E1,1.119541883E0,1.080000496E1,3.179463148E-1
2.811985156E1,4.253242314E-1,1.038574791E1,9.523434043E-1
2.812973874E1,-1.372881979E-1,1.006271648E1,1.507777333E0
2.813962588E1,-5.826523304E-1,9.789635658E0,2.070389748E0
2.814951307E1,-8.605188727E-1,9.361320496E0,2.058425665E0
2.815940020E1,-5.132604837E-1,8.951848984E0,1.119840980E0
2.816928739E1,6.281159353E-3,8.848957062E0,3.227319419E-1
2.817917453E1,1.857428551E-1,8.872885704E0,5.500500798E-1
2.818906171E1,2.455634177E-1,9.097810745E0,1.076770186E0
2.819894885E1,4.396811724E-1,9.588638306E0,1.708774447E0
2.820883604E1,5.976074338E-1,9.768099785E0,1.289731383E0
2.821872317E1,8.922237158E-1,9.662816048E0,7.534400225E-1
2.822861036E1,1.176969647E0,9.569496155E0,1.249053478E0
2.823849750E1,9.855438471E-1,9.325428009E0,1.579562068E0
2.824838468E1,6.526423693E-1,9.145667076E0,1.687239051E0
2.825827182E1,5.018945336E-1,9.047561646E0,1.773380637E0
2.826815900E1,6.358926296E-1,9.061918259E0,1.692024708E0
2.827804614E1,9.592227936E-1,9.174381256E0,1.160519004E0
2.828793333E1,1.277468204E0,9.349356651E0,5.500500798E-1
2.829782052E1,1.325324655E0,9.287142754E0,3.370888829E-1
2.830770765E1,1.016650558E0,9.081061363E0,2.557329237E-1
2.831759484E1,6.263213158E-1,8.944669724E0,3.251247704E-1
2.832748197E1,3.128615618E-1,8.992527008E0,3.969094455E-1
2.833736916E1,4.899304509E-1,9.284749985E0,5.285146832E-1
2.834725630E1,1.198505044E0,9.842277527E0,6.720840335E-1
2.835714343E1,1.332503080E0,9.959825516E0,4.725824669E-2
2.836703062E1,1.308574915E0,9.643673897E0,-4.366901144E-2
2.837691781E1,1.603191137E0,9.186345100E0,2.333002165E-2
2.838680494E1,1.799402595E0,8.834600449E0,5.682953820E-2
2.839669213E1,1.962114573E0,8.758029938E0,8.793623000E-2
2.840657926E1,2.161017895E0,8.956634521E0,-5.802594870E-2
2.841646645E1,2.397907495E0,9.243772507E0,-1.513460279E-1
2.842635359E1,2.649452925E0,9.366106033E0,1.794616925E-3
2.843624078E1,2.831307411E0,9.272486687E0,-2.159522474E-1
2.844612791E1,2.984447956E0,9.011669159E0,-2.087737769E-1
2.845601510E1,2.943770170E0,8.709874153E0,-4.366901144E-2
2.846590223E1,2.886342287E0,8.666803360E0,8.793623000E-2
2.847578942E1,2.754737139E0,8.683553696E0,-3.933202326E-1
2.848567656E1,2.354836702E0,8.547162056E0,-3.598206937E-1
2.849556375E1,1.866401672E0,8.513663292E0,1.453639716E-1
2.850545088E1,1.746760488E0,8.657232285E0,7.247261405E-1
2.851533807E1,2.041376829E0,8.786744118E0,6.912266612E-1
2.852522520E1,2.587239504E0,8.942276955E0,5.644070506E-1
2.853511239E1,3.271885872E0,9.128917694E0,4.232304990E-1
2.854499953E1,3.925425529E0,9.423533440E0,5.620142221E-1
2.855488671E1,4.308576107E0,9.579067230E0,5.691927075E-1
2.856477385E1,4.270291328E0,9.375677109E0,4.639084935E-1
2.857466104E1,3.934996843E0,9.071489334E0,4.184448719E-1
2.858454817E1,3.712464333E0,8.786744118E0,3.562314808E-1
2.859443536E1,3.824927092E0,8.673981667E0,9.990034252E-2
2.860432250E1,4.167100430E0,8.705088615E0,-2.213360928E-2
2.861420968E1,4.485645294E0,8.750851631E0,-6.281159073E-2
2.862409682E1,4.662714005E0,8.666803360E0,-2.733799815E-1
2.863398401E1,4.760819912E0,8.506484032E0,-5.344967842E-1
2.864387114E1,5.182255745E0,8.499305725E0,-7.785646915E-1
2.865375833E1,5.529513836E0,8.568697929E0,-8.838488460E-1
2.866364546E1,5.488835812E0,8.578269005E0,-6.900302172E-1
2.867353265E1,5.143970490E0,8.618947029E0,-3.260220885E-1
2.868341979E1,4.878366947E0,8.726922989E0,3.290131316E-2
2.869330697E1,4.720141888E0,8.872885704E0,3.394817114E-1
2.870319411E1,4.389932156E0,8.791529655E0,3.873381615E-1
2.871308130E1,3.958925009E0,8.561519623E0,4.064807594E-1
2.872296843E1,3.923032761E0,8.367700577E0,3.059822023E-1
2.873285562E1,4.531108856E0,8.303094864E0,-2.691925503E-2
2.874274276E1,5.148756027E0,8.193024635E0,-2.183450609E-1
2.875262994E1,5.254040241E0,8.159524918E0,-1.704886109E-1
2.876251708E1,4.904688358E0,8.329415321E0,-9.870393574E-2
2.877240427E1,4.428217411E0,8.554341316E0,-3.741776347E-1
2.878229140E1,4.322933197E0,8.595019341E0,-6.230311990E-1
2.879217859E1,4.394717693E0,8.504091263E0,-8.288139701E-1
2.880206572E1,4.593322277E0,8.315058708E0,-9.152546525E-1
2.881195291E1,4.581357956E0,8.257631302E0,-9.559326172E-1
2.882184005E1,4.480859280E0,8.132905006E0,-7.833502889E-1
2.883172723E1,4.567001343E0,8.015656471E0,-6.732804775E-1
2.884161442E1,4.856831551E0,8.037192345E0,-1.144965649E0
2.885150156E1,5.383552074E0,8.245666504E0,-1.925324917E0
2.886138875E1,5.948556900E0,8.544769287E0,-2.413759947E0
2.887127588E1,6.295516491E0,8.578269005E0,-2.310868502E0
2.888116307E1,6.125626087E0,8.240880966E0,-1.877468467E0
2.889105020E1,5.639584064E0,7.879265785E0,-1.609472275E0
2.890093739E1,5.201398373E0,7.623233795E0,-1.322034478E0
2.891082453E1,5.110470772E0,7.814659595E0,-9.104689956E-1
2.892071171E1,5.306682587E0,8.329415321E0,-6.038886309E-1
2.893059885E1,6.283552170E0,8.844171524E0,-1.171286702E0
2.894048604E1,7.406384468E0,8.970991135E0,-1.659721613E0
2.895037317E1,8.160721779E0,8.532805443E0,-1.896611094E0
2.896026036E1,8.557929993E0,7.896015644E0,-2.155334949E0
2.897014750E1,8.524430275E0,7.374081135E0,-2.129014015E0
2.898003468E1,8.093423843E0,6.909574509E0,-1.633400559E0
2.898992182E1,7.710571766E0,6.502794743E0,-1.331605792E0
2.899980901E1,7.561917782E0,6.368497372E0,-1.575972795E0
2.900969614E1,7.763214111E0,6.430710793E0,-1.846361756E0
2.901958333E1,7.925925732E0,6.689435005E0,-1.855933070E0
2.902947052E1,7.830213070E0,7.165905476E0,-1.611865163E0
2.903935765E1,7.454240799E0,7.455437183E0,-1.384247899E0
2.904924484E1,7.176673412E0,7.558328629E0,-1.061216831E0
2.905913197E1,6.788736820E0,7.476972580E0,-8.359923959E-1
2.906901916E1,6.738487720E0,7.342974663E0,-6.948158741E-1
2.907890630E1,7.236494064E0,7.364510059E0,-6.972087026E-1
2.908879348E1,8.004889488E0,7.491329670E0,-9.846464992E-1
2.909868062E1,8.538787842E0,7.307082176E0,-1.192822099E0
2.910856781E1,8.419146538E0,6.878467560E0,-1.185643673E0
2.911845494E1,7.784749508E0,6.490830421E0,-1.061216831E0
2.912834213E1,6.980162621E0,6.308676720E0,-8.742775917E-1
2.913822927E1,6.453442574E0,6.346961975E0,-5.727819204E-1
2.914811645E1,6.209374905E0,6.435496330E0,-5.751747489E-1
2.915800359E1,6.223731518E0,6.531508446E0,-5.536393523E-1
2.916789078E1,6.343372822E0,6.581758022E0,-5.009972453E-1
2.917777791E1,6.307480335E0,6.615257263E0,-3.909274042E-1
2.918766510E1,6.302694798E0,6.758826733E0,-3.379862010E-1
2.919755229E1,6.364908218E0,6.916752815E0,-1.920240223E-1
2.920743942E1,6.393621922E0,6.969395161E0,-1.872383654E-1
2.921732661E1,6.508776665E0,7.007680416E0,-2.135594189E-1
2.922721374E1,6.535097599E0,7.065407276E0,-6.759724021E-2
2.923710093E1,6.439085960E0,7.204190731E0,2.811566554E-2
2.924698807E1,6.424728870E0,7.496115208E0,-1.016949583E-2
2.925687526E1,6.448657036E0,7.515257835E0,8.973085321E-3
2.926676239E1,6.439085960E0,7.381259441E0,1.262213886E-1
2.927664958E1,6.398407936E0,7.144370079E0,5.443671346E-2
2.928653671E1,6.484848499E0,6.914360046E0,-4.366901144E-2
2.929642390E1,6.551847458E0,6.811468601E0,-1.752742529E-1
2.930631109E1,6.467799664E0,6.873682022E0,-3.284149170E-1
2.931619822E1,6.324230194E0,7.086942673E0,-3.403790295E-1
2.932608541E1,6.190232277E0,7.374081135E0,-4.028915167E-1
2.933597255E1,6.056233883E0,7.766803265E0,-5.368895531E-1
2.934585973E1,5.668297768E0,8.200202942E0,-4.531407952E-1
2.935574687E1,5.134399414E0,8.516056061E0,-2.590230405E-1
2.936563406E1,4.832903385E0,8.633303642E0,-1.776670814E-1
2.937552119E1,4.708177567E0,8.453842163E0,-3.403790295E-1
2.938540838E1,4.648356915E0,8.171489716E0,-3.717848063E-1
2.939529552E1,4.555037022E0,7.896015644E0,-5.057829022E-1
2.940518270E1,4.873581409E0,7.941479206E0,-3.020938635E-1
2.941506989E1,5.242076397E0,8.135297775E0,-3.260220885E-1
2.942495703E1,5.859723568E0,8.389236450E0,-6.637091637E-1
2.943484421E1,6.010770321E0,8.640482903E0,-1.345962763E0
2.944473135E1,4.243969917E0,8.741280556E0,-8.335995674E-1
2.945461854E1,2.105983019E0,9.250951767E0,-3.741776347E-1
2.946450567E1,1.157827020E0,9.736993790E0,2.075773627E-1
2.947439286E1,1.349252820E0,9.662816048E0,5.763711333E-1
2.948428000E1,2.467299223E0,9.229415894E0,6.146563292E-1
2.949416718E1,3.712464333E0,8.690732002E0,4.256233275E-1
2.950405437E1,4.569394112E0,8.243273735E0,1.794616925E-3
2.951394151E1,4.945366383E0,8.061120033E0,-1.010967568E-1
