"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.526406005E1,3.369935751E-1,-2.870912552E-1,-3.172842860E-1
1.527394718E1,4.215506315E-1,-4.787578583E-1,-1.482333541E-1
1.528383432E1,3.231003284E-1,-6.403894424E-1,2.827072144E-2
1.529372145E1,-5.739092827E-3,-6.065521240E-1,3.200123310E-1
1.530360859E1,-4.257365465E-1,-4.247417450E-1,7.962069511E-1
1.531349572E1,-5.859521627E-1,-1.092557907E-1,1.064926386E0
1.532338286E1,-5.018408298E-1,2.390060425E-1,9.091783762E-1
1.533327000E1,-2.753019333E-3,5.664491653E-1,6.799941063E-1
1.534315713E1,5.752763748E-1,7.668962479E-1,6.941288710E-1
1.535304427E1,7.741889954E-1,6.469087601E-1,4.307922125E-1
1.536293140E1,6.513738632E-1,2.646484375E-1,1.138897538E-1
1.537281854E1,4.903028011E-1,-9.467315674E-2,4.655951262E-2
1.538270567E1,-6.314516068E-3,-2.437095642E-1,-1.073503196E-1
1.539259281E1,-6.568973064E-1,-2.201795578E-1,2.106335759E-2
1.540247994E1,-1.140956283E0,-1.891670227E-1,3.045792580E-1
1.541236708E1,-1.122697353E0,-1.519441605E-1,4.669537544E-1
1.542225421E1,-6.820759773E-1,2.031803131E-2,2.653626800E-1
1.543214135E1,-8.423280716E-2,2.485256195E-1,2.540831566E-1
1.544202848E1,1.540608406E-1,4.654607773E-1,7.721936703E-2
1.545191562E1,2.537851334E-1,5.960569382E-1,1.395493746E-3
1.546180276E1,4.563164711E-2,4.425258636E-1,1.146245003E-2
1.547168989E1,-2.586619854E-1,4.869270325E-2,-1.283467859E-1
1.548157703E1,-3.512098789E-1,-3.327655792E-1,-3.076573610E-1
1.549146416E1,-1.706387997E-1,-4.469785690E-1,-4.315980077E-1
1.550135130E1,7.867193222E-2,-5.205793381E-1,-6.453287601E-1
1.551123843E1,-3.848290443E-2,-5.210695267E-1,-7.227992415E-1
1.552112557E1,-4.251232147E-1,-3.199777603E-1,-6.354843378E-1
1.553101270E1,-7.180144787E-1,-9.782886505E-2,-5.176515579E-1
1.554089984E1,-6.341176033E-1,1.004543304E-1,-1.872717440E-1
1.555078697E1,-5.041849613E-1,1.853713989E-1,-1.002590656E-1
1.556067411E1,-3.745603561E-1,3.580169678E-1,-5.859108269E-2
1.557056124E1,-2.801542282E-1,4.849443436E-1,1.714308262E-1
1.558044838E1,-2.339801788E-1,5.237617493E-1,9.187217057E-2
1.559033552E1,-2.807798386E-1,6.404714584E-1,-7.100629210E-1
1.560022265E1,-2.336454391E-1,1.017297745E0,-9.422699213E-1
1.561010979E1,-2.928152084E-1,1.269840240E0,-9.448739886E-1
1.561999692E1,-2.831916809E-1,1.321736336E0,-8.844166994E-1
1.562988406E1,5.454635620E-2,1.145187378E0,-6.103445292E-1
1.563977114E1,1.563353539E-1,7.033948898E-1,-7.028318644E-1
1.564965833E1,3.228111267E-1,3.852939606E-1,-7.390900254E-1
1.565954541E1,4.608612061E-1,3.909063339E-1,-8.963385224E-2
1.566943260E1,2.198567390E-1,6.631565094E-1,2.280485332E-1
1.567931968E1,2.691187859E-1,1.067748070E0,-2.139925957E-2
1.568920682E1,4.813833237E-1,1.324871063E0,-4.517816007E-1
1.569909395E1,6.825656891E-1,1.397655487E0,-3.279133439E-1
1.570898109E1,5.679759979E-1,1.193252563E0,-3.759556711E-1
1.571886822E1,5.857696533E-1,7.385997772E-1,-2.213196009E-1
1.572875536E1,6.545252800E-1,1.264524460E-1,-1.491903067E-1
1.573864250E1,7.843074799E-1,-2.586193085E-1,-1.482389718E-1
1.574852968E1,8.126816750E-1,-3.374071121E-1,9.481586516E-2
1.575841682E1,6.748356819E-1,-3.529291153E-1,5.916744471E-1
1.576830390E1,3.978896141E-1,-3.294773102E-1,7.438403368E-1
1.577819104E1,1.902318001E-1,-2.028388977E-1,9.341296554E-1
1.578807817E1,5.728673935E-2,2.144622803E-2,7.587854862E-1
1.579796531E1,1.614298820E-1,2.674970627E-1,4.232895076E-1
1.580785244E1,4.955034256E-1,4.664821625E-1,1.584457904E-1
1.581773958E1,7.638616562E-1,5.652542114E-1,9.622255713E-2
1.582762671E1,8.482532501E-1,4.741525650E-1,-1.744636521E-2
1.583751385E1,6.923651695E-1,3.873596191E-1,-3.702741116E-2
1.584740098E1,3.967690468E-1,3.630361557E-1,1.078931540E-1
1.585728812E1,2.566299438E-1,2.681541443E-1,1.929722726E-1
1.586717526E1,3.666348457E-1,2.163248062E-1,2.648156583E-1
1.587706239E1,4.999079704E-1,1.362867355E-1,3.441824913E-1
1.588694953E1,4.191884995E-1,4.617309570E-2,2.766724229E-1
1.589683666E1,1.924552917E-1,1.008415222E-1,2.450219989E-1
1.590672380E1,-4.814004898E-2,1.396083832E-1,4.864744246E-1
1.591661093E1,-2.399687767E-1,1.215381622E-1,5.007304549E-1
1.592649807E1,-4.795002937E-1,9.980964661E-2,5.189088583E-1
1.593638520E1,-7.898182869E-1,1.806421280E-1,3.508400321E-1
1.594627234E1,-9.733943939E-1,3.357257843E-1,3.979339600E-1
1.595615947E1,-1.141642094E0,5.298986435E-1,5.917862058E-1
1.596604661E1,-1.086389542E0,7.794713974E-1,6.613791585E-1
1.597593374E1,-5.832357407E-1,9.963712692E-1,1.947256774E-1
1.598582088E1,8.315563202E-2,1.001865387E0,-2.901390493E-1
1.599570802E1,4.788680077E-1,7.240753174E-1,-3.598271906E-1
1.600559515E1,4.408769608E-1,2.816667557E-1,-3.851990700E-1
1.601548229E1,1.043939590E-1,-8.949184418E-2,-2.472010404E-1
1.602536942E1,-2.375402451E-1,-3.742580414E-1,-4.024470970E-2
1.603525656E1,-4.424371719E-1,-6.057558060E-1,3.305017650E-1
1.604514369E1,-4.387249947E-1,-6.314783096E-1,4.758493304E-1
1.605503083E1,-3.662929535E-1,-4.529771805E-1,2.660857141E-1
1.606491796E1,-3.402118683E-1,-3.014407158E-1,1.080493703E-1
1.607480510E1,-4.611654282E-1,-3.261060715E-1,1.501350850E-1
1.608469223E1,-5.994138718E-1,-3.539791107E-1,3.832844794E-1
1.609457937E1,-4.236431122E-1,-4.127788544E-2,5.316787958E-1
1.610446650E1,-3.505296707E-1,2.878026962E-1,4.949234724E-1
1.611435364E1,-2.624230385E-1,5.833692551E-1,4.599176049E-1
1.612424078E1,-3.538751602E-2,8.104400635E-1,4.966008067E-1
1.613412791E1,1.766300201E-1,7.840280533E-1,2.975299954E-1
1.614401505E1,2.642989159E-1,4.707803726E-1,3.554910421E-3
1.615390218E1,1.826601028E-1,4.538440704E-2,-2.121242136E-1
1.616378937E1,1.145029068E-1,-2.803773880E-1,-2.736382484E-1
1.617367650E1,7.703065872E-2,-4.326839447E-1,-1.920483708E-1
1.618356364E1,1.987042427E-1,-4.184703827E-1,-3.900184035E-1
1.619345078E1,5.958080292E-1,-2.822275162E-1,-4.414681792E-1
1.620333791E1,8.872430325E-1,-2.149848938E-1,-3.537130654E-1
1.621322505E1,7.015924454E-1,-3.690919876E-1,-6.769891381E-1
1.622311213E1,-2.489755154E-1,-5.309638977E-1,-4.688376784E-1
1.623299932E1,-1.144650936E0,-4.597225189E-1,-1.271822453E-1
1.624288645E1,-1.096469641E0,-1.058616638E-1,-1.940241456E-1
1.625277359E1,-2.984223366E-1,3.593788147E-1,-5.049263835E-1
1.626266072E1,8.759570122E-1,4.845457077E-1,-1.036218882E0
1.627254786E1,1.705621481E0,2.483911514E-1,-1.485212803E0
1.628243500E1,1.860083222E0,-2.591676712E-1,-1.342120051E0
1.629232213E1,1.671583176E0,-1.010853767E0,-1.042925835E0
1.630220927E1,1.630577445E0,-1.621972084E0,-8.857171535E-1
1.631209640E1,1.616244912E0,-1.859021187E0,-7.401109338E-1
1.632198354E1,1.385122418E0,-1.885501862E0,-5.746712685E-1
1.633187067E1,1.187780142E0,-1.661754131E0,-1.851227283E-1
1.634175781E1,1.040084481E0,-1.312088966E0,-2.048398256E-1
1.635164494E1,8.906874657E-1,-8.813896179E-1,-6.711244583E-1
1.636153208E1,5.711424947E-1,-3.969001770E-1,-4.513989687E-1
1.637141921E1,-2.596707642E-1,2.668952942E-2,1.941566467E-1
1.638130635E1,-8.590016961E-1,2.219676971E-2,1.128797531E-1
1.639119348E1,-5.247904658E-1,-3.890342712E-1,-7.176065445E-2
1.640108062E1,3.180821538E-1,-9.415416718E-1,-2.358391285E-1
1.641096776E1,1.294724822E0,-1.267814636E0,1.283149719E-1
1.642085489E1,1.990479469E0,-1.308653831E0,2.885258198E-1
1.643074203E1,2.166823864E0,-1.179076195E0,1.143634319E-1
1.644062916E1,1.787472248E0,-1.069078445E0,3.505342007E-1
1.645051630E1,1.008104086E0,-1.106820107E0,5.711746216E-1
1.646040343E1,3.829571009E-1,-1.049616814E0,9.126756191E-1
1.647029057E1,-1.971641779E-1,-9.771652222E-1,7.916967869E-1
1.648017770E1,-6.303277016E-1,-7.728700638E-1,5.286531448E-1
1.649006484E1,-6.990184784E-1,-5.326976776E-1,4.099915028E-1
1.649995197E1,-7.270455360E-1,-4.190483093E-1,2.065036297E-1
1.650983911E1,-4.417395592E-1,-3.425197601E-1,-1.590707302E-1
1.651972624E1,-8.613824844E-2,-3.763704300E-1,-3.208233118E-1
1.652961338E1,3.854668140E-1,-3.739032745E-1,-5.643217564E-1
1.653950052E1,6.203013659E-1,-3.947849274E-1,-9.062160254E-1
1.654938765E1,6.367429495E-1,-5.207939148E-1,-8.124780655E-1
1.655927479E1,3.212350607E-1,-5.355081558E-1,-2.712039948E-1
1.656916192E1,-2.897269726E-1,-3.658752441E-1,7.179492712E-1
1.657904906E1,-8.873188496E-1,5.789661407E-2,1.419892669E0
1.658893619E1,-8.856797218E-1,4.414491653E-1,1.769131541E0
1.659882333E1,-3.773201704E-1,7.996225357E-1,2.171567917E0
1.660871046E1,-1.832225323E-1,1.026808739E0,2.438091278E0
1.661859760E1,-4.959379435E-1,9.845228195E-1,3.183303833E0
1.662848473E1,-1.261911035E0,4.433050156E-1,4.041708469E0
1.663837187E1,-1.694535732E0,-3.925247192E-1,4.294194221E0
1.664825900E1,-1.044657111E0,-5.549516678E-1,3.798752785E0
1.665814614E1,2.358186245E-1,2.985477448E-2,2.455872536E0
1.666803333E1,1.465999126E0,9.438114166E-1,5.119763613E-1
1.667792046E1,2.460860729E0,1.677500725E0,-6.454113722E-1
1.668780760E1,2.537478209E0,1.818491936E0,-9.912688136E-1
1.669769468E1,1.614578247E0,1.618438721E0,-6.171731949E-1
1.670758187E1,1.004868150E-1,1.398034096E0,-5.473077297E-1
1.671746900E1,-1.131234527E0,1.367465019E0,-5.578206778E-1
1.672735614E1,-1.578812361E0,1.252981186E0,-7.510117888E-1
1.673724328E1,-1.446727753E0,7.969446182E-1,-1.283373117E0
1.674713041E1,-6.779388785E-1,3.042421341E-1,-1.657278538E0
1.675701755E1,6.356494427E-1,-6.183433533E-2,-2.236905575E0
1.676690468E1,1.772649407E0,7.598876953E-2,-2.091472149E0
1.677679182E1,2.096466780E0,2.816162109E-1,-1.442763448E0
1.678667895E1,1.778124571E0,2.513227463E-1,-8.358676434E-1
1.679656609E1,1.262808800E0,2.113533020E-2,-9.570825100E-2
1.680645322E1,7.895268202E-1,-3.418445587E-1,5.571154356E-1
1.681634036E1,2.372394204E-1,-6.417741776E-1,6.189696789E-1
1.682622750E1,1.618291736E-1,-5.658521652E-1,7.502716780E-1
1.683611463E1,6.485962868E-1,-3.172149658E-1,4.320589304E-1
1.684600176E1,1.102150440E0,-1.086368561E-1,-6.436598301E-2
1.685588890E1,1.040952444E0,-8.387279510E-2,-4.289124608E-1
1.686577604E1,7.892187238E-1,-1.643581390E-1,-5.763251185E-1
1.687566317E1,3.608817458E-1,-3.144836426E-1,-6.282473803E-1
1.688555031E1,-2.268261909E-1,-4.024915695E-1,-7.342008948E-1
1.689543744E1,-6.746594906E-1,-3.347139359E-1,-8.670498133E-1
1.690532458E1,-9.715108871E-1,-2.975702286E-1,-6.720423698E-1
1.691521171E1,-1.090490699E0,-2.360239029E-1,-7.067160010E-1
1.692509885E1,-1.042785406E0,-1.717796326E-1,-4.256588817E-1
1.693498598E1,-1.129425287E0,-1.504726410E-1,-3.227736354E-1
1.694487312E1,-1.304830074E0,-1.052074432E-1,-4.875547886E-1
1.695476026E1,-1.420691967E0,2.855205536E-2,-4.920821786E-1
1.696464739E1,-1.356965303E0,7.890224457E-2,-2.591608763E-1
1.697453453E1,-1.205225468E0,-9.448337555E-2,-6.539521813E-1
1.698442166E1,-7.834144831E-1,-1.544179916E-1,-6.701024771E-1
1.699430885E1,-6.650612950E-1,-1.065101624E-1,-3.080140352E-1
1.700419598E1,-7.941773534E-1,3.208541870E-2,-8.134430647E-2
1.701408312E1,-8.479973078E-1,1.109266281E-1,-1.623177528E-2
1.702397026E1,-7.750155330E-1,5.849742889E-2,-9.762889147E-2
1.703385739E1,-6.561027169E-1,6.855964661E-2,8.046507835E-3
1.704374453E1,-4.135105610E-1,1.362829208E-1,1.593227983E-1
1.705363166E1,-1.649839878E-1,9.206962585E-2,1.311424375E-1
1.706351880E1,-4.487693310E-2,4.846668243E-2,4.400599003E-2
1.707340593E1,1.122485399E-1,1.867799759E-1,7.499098778E-3
1.708329307E1,1.945943832E-1,3.225641251E-1,-2.450863123E-1
1.709318020E1,3.785134554E-1,3.316659927E-1,-3.218747973E-1
1.710306734E1,3.827296495E-1,7.364177704E-2,-5.274779797E-1
1.711295447E1,1.556785107E-1,-2.475757599E-1,-3.798873723E-1
1.712284161E1,-1.637766361E-1,-5.432167053E-1,-1.865606308E-1
1.713272874E1,-3.261409998E-1,-5.432424545E-1,-8.582270145E-2
1.714261588E1,-3.036673069E-1,-3.627967834E-1,-1.286336184E-1
1.715250302E1,-1.845325232E-1,-2.054471970E-1,-5.780410767E-2
1.716239015E1,5.116271973E-2,-1.406354904E-1,-1.009396315E-1
1.717227729E1,3.428502083E-1,-2.510166168E-2,1.479529142E-1
1.718216442E1,5.413755178E-1,2.439498901E-3,-1.243799329E-1
1.719205156E1,6.739548445E-1,-7.467937469E-2,-3.789478540E-2
1.720193869E1,6.079423428E-1,-1.342363358E-1,7.231950760E-3
1.721182588E1,4.205119610E-1,-2.403097153E-1,-7.189714909E-2
1.722171302E1,4.008271694E-1,-3.305435181E-1,7.009750605E-2
1.723160015E1,3.632130623E-1,-3.621015549E-1,2.806995511E-1
1.724148729E1,2.964327335E-1,-3.472251892E-1,5.265501738E-1
1.725137442E1,-1.758718491E-2,-1.951208115E-1,3.432102799E-1
1.726126156E1,-3.204243183E-1,1.105871201E-1,1.508065164E-1
1.727114869E1,-4.529569149E-1,4.092044830E-1,9.582769871E-2
1.728103583E1,-4.584815502E-1,4.851675034E-1,1.168593764E-2
1.729092296E1,-3.516783714E-1,3.717164993E-1,2.061603963E-1
1.730081010E1,-4.402263165E-1,1.382331848E-1,3.900871873E-1
1.731069723E1,-7.150661945E-1,-2.137184143E-2,4.609908760E-1
1.732058437E1,-1.043794036E0,2.456474304E-2,5.595300794E-1
1.733047151E1,-1.264459491E0,9.174728394E-2,4.284299612E-1
1.734035864E1,-1.252236485E0,7.224273682E-2,4.301122427E-1
1.735024578E1,-1.168094397E0,1.167268753E-1,1.666941047E-1
1.736013291E1,-1.186212301E0,1.324701309E-1,5.121737719E-2
1.737002005E1,-1.088499784E0,1.837635040E-1,9.386247396E-2
1.737990718E1,-9.546687603E-1,2.889451981E-1,3.112545013E-1
1.738979432E1,-8.219435215E-1,4.022407532E-1,1.937416196E-1
1.739968145E1,-8.392374516E-1,6.100807190E-1,1.254077554E-1
1.740956864E1,-1.098797798E0,5.197401047E-1,3.282182217E-1
1.741945578E1,-1.480592608E0,3.869104385E-1,4.102191329E-1
1.742934291E1,-1.520050168E0,3.533363342E-1,5.043361783E-1
1.743923005E1,-8.272967339E-1,5.177936554E-1,-3.764989376E-1
1.744911718E1,4.920256138E-1,8.554735184E-1,-1.484666467E0
1.745900432E1,1.595662117E0,9.582271576E-1,-2.341711283E0
1.746889145E1,1.690099716E0,5.270547867E-1,-2.181120396E0
1.747877859E1,1.278518200E0,-1.854467392E-1,-1.896508813E0
1.748866572E1,4.703378677E-1,-7.789974213E-1,-1.157511234E0
1.749855286E1,-3.686411381E-1,-6.757869720E-1,-4.396087229E-1
1.750844000E1,-8.401818275E-1,-2.488708496E-2,2.452164888E-2
1.751832713E1,-4.840106964E-1,6.704521179E-1,1.464059353E-1
1.752821427E1,1.465830803E-1,1.152571678E0,-2.374805510E-1
1.753810140E1,9.172668457E-1,1.658449173E0,-2.281509936E-1
1.754798854E1,1.398465633E0,2.027460098E0,-9.921753407E-2
1.755787567E1,1.391300678E0,1.782679558E0,3.658297360E-1
1.756776281E1,1.016546726E0,1.238250732E0,6.691737771E-1
1.757765000E1,8.218059540E-1,6.744365692E-1,5.323764682E-1
1.758753713E1,9.171118736E-1,1.890201569E-1,3.108296096E-1
1.759742426E1,1.045656681E0,7.004356384E-2,-7.880240679E-3
1.760731140E1,1.012395382E0,-1.219654083E-2,-1.505496204E-1
1.761719854E1,1.072673798E0,1.027202606E-2,-1.078042984E-1
1.762708567E1,1.068768024E0,3.054523468E-2,-8.530855179E-3
1.763697281E1,6.912674904E-1,-9.529685974E-2,2.608199716E-1
1.764685994E1,5.713653564E-2,-3.113794327E-1,4.986416698E-1
1.765674708E1,-5.838446617E-1,-3.798379898E-1,7.920068502E-1
1.766663421E1,-9.748873711E-1,-3.278551102E-1,9.185745716E-1
1.767652135E1,-8.315467834E-1,4.364681244E-2,1.090013027E0
1.768640848E1,-4.835686684E-1,5.482006073E-1,1.087907672E0
1.769629562E1,-2.389292717E-1,9.467239380E-1,8.623202443E-1
1.770618276E1,-1.775836945E-1,1.211721420E0,6.690911055E-1
1.771606989E1,-4.636020660E-1,1.258110046E0,6.425911188E-1
1.772595708E1,-7.523884773E-1,1.099150658E0,6.580644846E-1
1.773584421E1,-9.309601784E-1,9.409828186E-1,5.620554686E-1
1.774573135E1,-9.038639069E-1,9.065752029E-1,4.577899575E-1
1.775561848E1,-8.241677284E-1,8.326911926E-1,3.801511526E-1
1.776550562E1,-6.103520393E-1,7.700996399E-1,3.317939639E-1
1.777539276E1,-5.687232018E-1,7.031974792E-1,3.042633533E-1
1.778527989E1,-6.551012993E-1,6.006946564E-1,2.518954873E-1
1.779516703E1,-6.722822189E-1,4.454393387E-1,3.524899483E-3
1.780505416E1,-5.117859840E-1,3.681039810E-1,-3.130953610E-1
1.781494130E1,-3.457288742E-1,2.367963791E-1,-4.995993078E-1
1.782482843E1,-2.222747803E-1,3.982830048E-2,-6.259005070E-1
1.783471557E1,-3.672933578E-2,-1.647806168E-1,-5.768189430E-1
1.784460270E1,-3.267574310E-2,-4.517102242E-1,-5.778899789E-1
1.785448984E1,-1.494860649E-1,-7.931575775E-1,-3.245543540E-1
1.786437703E1,-2.722115517E-1,-1.017939568E0,-5.192673206E-2
1.787426416E1,-2.313313484E-1,-1.218097210E0,-7.648587227E-3
1.788415130E1,1.637187004E-1,-1.298220158E0,-3.219758272E-1
1.789403843E1,6.447548866E-1,-1.310099125E0,-4.429996312E-1
1.790392557E1,9.122033119E-1,-1.282260418E0,-3.222757876E-1
1.791381270E1,6.910138130E-1,-1.084029198E0,-5.128533244E-1
1.792369984E1,2.858729362E-1,-9.928669930E-1,-5.100665689E-1
1.793358697E1,-1.509571075E-2,-8.756184578E-1,-3.843857348E-1
1.794347411E1,2.766418457E-2,-5.339503288E-1,-2.343537211E-1
1.795336124E1,2.555150986E-1,-1.143522263E-1,-2.056810260E-1
1.796324838E1,3.682956696E-1,8.996868134E-2,-3.027439713E-1
1.797313552E1,3.127479553E-1,6.043815613E-2,-2.308922410E-1
1.798302265E1,1.223573685E-1,-4.670810699E-2,-3.117995858E-1
1.799290979E1,-2.741646767E-1,-1.882123947E-1,-3.819592595E-1
1.800279697E1,-3.655586243E-1,-4.401597977E-1,-2.467361689E-1
1.801268411E1,-1.841545105E-2,-3.561697006E-1,-2.007926106E-1
1.802257124E1,4.206593037E-1,-6.029796600E-2,-4.666435719E-2
1.803245838E1,7.150046825E-1,1.156692505E-1,8.602321148E-2
1.804234552E1,1.031588554E0,1.343793869E-1,1.618614197E-1
1.805223265E1,1.297477722E0,1.576557159E-1,5.519509315E-2
1.806211979E1,1.193979740E0,2.129697800E-1,5.820572376E-2
1.807200692E1,1.013916016E0,7.333087921E-2,1.578602791E-1
1.808189406E1,8.460862637E-1,-1.336593628E-1,1.461265087E-1
1.809178119E1,5.735654831E-1,-3.142900467E-1,2.232048512E-1
1.810166833E1,3.897409439E-1,-4.232358932E-1,2.114496231E-1
1.811155546E1,4.220288992E-1,-4.976625443E-1,2.915543318E-1
1.812144265E1,6.029511690E-1,-5.615453720E-1,2.892273664E-1
1.813132979E1,7.457822561E-1,-6.489992142E-1,3.864002228E-2
1.814121692E1,9.853467941E-1,-7.490196228E-1,-1.591943502E-1
1.815110406E1,1.238654375E0,-7.908382416E-1,-2.507097721E-1
1.816099119E1,1.367210627E0,-8.013248444E-1,-1.785722971E-1
1.817087833E1,1.404926062E0,-6.868715286E-1,-2.532305717E-1
1.818076546E1,1.142294765E0,-6.685485840E-1,-5.196188688E-1
1.819065260E1,6.831558347E-1,-6.978425980E-1,-5.833787918E-1
1.820053973E1,-9.770616889E-3,-7.874011993E-1,-3.698054552E-1
1.821042687E1,-7.507349253E-1,-6.762027740E-1,2.596592903E-2
1.822031401E1,-9.298326373E-1,-5.103769302E-1,3.195803165E-1
1.823020114E1,-2.981773615E-1,-4.828319550E-1,9.838008881E-2
1.824008833E1,5.277155638E-1,-5.894193649E-1,-1.186075211E-1
1.824997546E1,1.394498467E0,-7.557392120E-1,-1.869966984E-1
1.825986260E1,1.879264355E0,-8.856124878E-1,-1.311326027E-1
1.826974973E1,1.811512232E0,-1.005434990E0,6.768226624E-3
1.827963687E1,1.558931231E0,-1.093856812E0,2.285482883E-1
1.828952400E1,1.357714772E0,-1.067159653E0,2.274012566E-1
1.829941114E1,1.125383377E0,-7.871074677E-1,6.595826149E-2
1.830929828E1,7.923185229E-1,-4.868316650E-1,6.962513924E-2
1.831918541E1,3.974790573E-1,-2.843723297E-1,1.776576042E-2
1.832907255E1,9.547233582E-2,-1.470708847E-1,-5.769872665E-2
1.833895968E1,-7.498204708E-2,-1.448078156E-1,-1.079491377E-1
1.834884682E1,-1.088672876E-1,-3.011131287E-1,-3.724783659E-1
1.835873401E1,1.352064610E-1,-5.291833878E-1,-4.660284519E-1
1.836862114E1,1.674745083E-1,-6.877279282E-1,-6.361339092E-1
1.837850828E1,9.504413605E-2,-6.121244431E-1,-4.516268969E-1
1.838839541E1,4.931116104E-2,-4.842233658E-1,-2.322700024E-1
1.839828255E1,4.681253433E-2,-4.353809357E-1,-5.503511429E-2
1.840816968E1,2.931739092E-1,-2.267122269E-1,6.115415096E-1
1.841805682E1,1.936513186E-1,1.386537552E-1,1.078694105E0
1.842794395E1,-9.462606907E-2,3.953304291E-1,1.300729275E0
1.843783109E1,2.924084663E-3,5.952262878E-1,1.452129483E0
1.844771822E1,5.566656590E-1,9.037990570E-1,1.776353836E0
1.845760541E1,7.828508615E-1,1.005359650E0,2.099438190E0
1.846749255E1,9.928655624E-2,4.174776077E-1,2.573611736E0
1.847737968E1,-9.609217644E-1,-3.790493011E-1,3.264139652E0
1.848726682E1,-1.872887254E0,-8.146572113E-1,3.396146297E0
1.849715395E1,-1.999286056E0,-3.900184631E-1,2.838899851E0
1.850704109E1,-9.615639448E-1,8.258609772E-1,2.087901592E0
1.851692822E1,1.539931297E-1,1.771439552E0,7.699252367E-1
1.852681536E1,7.997000217E-1,2.064886093E0,1.048218012E-1
1.853670250E1,8.654497862E-1,1.943575859E0,-1.966794729E-1
1.854658963E1,2.796900272E-1,1.465891838E0,-2.531208992E-1
1.855647677E1,-8.022556305E-1,8.404140472E-1,2.547886372E-1
1.856636390E1,-1.788721085E0,4.471101761E-1,4.908640385E-1
1.857625109E1,-2.255673647E0,3.798465729E-1,3.986366987E-1
1.858613822E1,-2.116329193E0,3.847770691E-1,3.668278456E-1
1.859602536E1,-1.500020027E0,1.833705902E-1,-3.916501999E-3
1.860591250E1,-2.960796952E-1,2.372741699E-3,-2.330465317E-1
1.861579963E1,8.760188818E-1,-4.934120178E-2,-5.044051409E-1
1.862568676E1,1.493803740E0,6.738662720E-3,-5.171754360E-1
1.863557390E1,1.383197546E0,2.103195190E-1,-1.994796991E-1
1.864546104E1,6.002124548E-1,3.858461380E-1,2.830219269E-2
1.865534817E1,-1.351001859E-2,4.159183502E-1,1.486110687E-1
1.866523536E1,-2.502014041E-1,2.980871201E-1,1.322042942E-2
1.867512250E1,-1.670279205E-1,2.256879807E-1,-1.375603676E-2
1.868500963E1,1.305742562E-1,2.225599289E-1,-2.381595373E-1
1.869489677E1,4.450957179E-1,1.908426285E-1,-8.656402826E-1
1.870478390E1,5.468516350E-1,1.642322540E-1,-1.334640741E0
1.871467104E1,6.082748175E-1,1.336221695E-1,-1.352066875E0
1.872455817E1,4.262647033E-1,-1.325016022E-1,-1.166495800E0
1.873444531E1,-9.307134897E-4,-5.430507660E-1,-9.664001465E-1
1.874433250E1,-4.509923756E-1,-8.707027435E-1,-8.987038136E-1
1.875421963E1,-6.610636115E-1,-1.065144539E0,-9.823061228E-1
1.876410676E1,-6.535866857E-1,-1.131699562E0,-8.397169113E-1
1.877399390E1,-5.299394727E-1,-9.324932098E-1,-5.780916214E-1
1.878388104E1,-2.452723533E-1,-5.230436325E-1,-5.270333290E-1
1.879376817E1,-5.847790837E-2,-2.072725296E-1,-4.793598056E-1
1.880365531E1,-1.802104712E-2,-1.811790466E-1,-2.049405575E-1
1.881354244E1,1.856458187E-2,-3.894567490E-1,1.598091125E-1
1.882342958E1,8.937311172E-2,-4.946308136E-1,5.389530659E-1
1.883331671E1,4.024398327E-1,-4.033164978E-1,8.508459330E-1
1.884320385E1,3.989329934E-1,-3.044519424E-1,6.215974092E-1
1.885309104E1,1.717523336E-1,-3.797302246E-1,5.054575205E-1
1.886297817E1,5.477726460E-2,-3.515005112E-1,3.967460394E-1
1.887286531E1,-1.236866117E-1,-1.838665009E-1,2.403833866E-1
1.888275244E1,-2.945540547E-1,-3.972053528E-3,3.258477449E-1
1.889263958E1,-3.548133969E-1,1.926107407E-1,2.847002745E-1
1.890252671E1,-3.744148016E-1,4.056348801E-1,1.879483461E-1
1.891241385E1,-3.287693858E-1,5.083122253E-1,2.239596844E-1
1.892230098E1,-1.568963528E-1,5.246849060E-1,2.311455011E-1
1.893218812E1,-8.663177490E-3,4.550924301E-1,-6.976497173E-2
1.894207531E1,1.485750675E-1,4.026861191E-1,-3.310277462E-1
1.895196244E1,2.599433661E-1,3.028831482E-1,-4.691951275E-1
1.896184958E1,2.997821569E-1,2.033834457E-1,-1.950727701E-1
1.897173671E1,3.885947466E-1,1.686286926E-1,-1.945812702E-1
1.898162385E1,5.345474482E-1,1.002750397E-1,-2.855740190E-1
1.899151098E1,6.200962067E-1,-1.021385193E-1,-6.408172846E-2
1.900139812E1,5.365386009E-1,-2.780914307E-1,-8.243131638E-2
1.901128526E1,3.294020891E-1,-3.792943954E-1,-8.124887943E-2
1.902117239E1,9.177362919E-2,-4.745044708E-1,-3.871113062E-2
1.903105958E1,-4.926061630E-2,-5.488967896E-1,1.202116013E-1
1.904094671E1,-6.299376488E-3,-5.833425522E-1,5.327785611E-1
1.905083385E1,1.251155138E-1,-5.042505264E-1,8.893330097E-1
1.906072098E1,2.939667702E-1,-3.553152084E-1,8.118274212E-1
1.907060812E1,3.444905281E-1,-2.232036591E-1,5.872363448E-1
