"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.803017276E1,1.179989457E0,-5.616607666E-1,-6.674784422E-1
4.804006005E1,1.023506284E0,-6.275539398E-1,-5.962823033E-1
4.804994729E1,1.015517831E0,-6.689615250E-1,-2.939846516E-1
4.805983458E1,1.317363501E0,-6.157388687E-1,-2.434022427E-1
4.806972187E1,1.802924991E0,-7.244195938E-1,-9.184622765E-2
4.807960911E1,2.275389194E0,-1.045077324E0,-3.483247757E-2
4.808949640E1,2.429582596E0,-1.381940842E0,2.373393774E-1
4.809938364E1,2.308609486E0,-1.589887619E0,1.919497252E-1
4.810927093E1,2.153959513E0,-1.548235893E0,2.427123785E-1
4.811915817E1,1.982626796E0,-1.439995766E0,2.570765018E-1
4.812904546E1,1.685238600E0,-1.239844322E0,2.629088163E-1
4.813893270E1,1.276222587E0,-1.039530754E0,3.134465218E-1
4.814882000E1,9.437584877E-1,-1.009024620E0,2.396056652E-1
4.815870723E1,6.147859097E-1,-1.160563469E0,1.579847336E-1
4.816859453E1,3.714740276E-1,-1.177668095E0,4.470065832E-1
4.817848176E1,2.767596245E-1,-8.829364777E-1,9.628361464E-1
4.818836906E1,1.668920517E-1,-7.366657257E-1,8.456062078E-1
4.819825630E1,6.415617466E-1,-8.145189285E-1,6.923879385E-1
4.820814359E1,1.645193577E0,-8.815402985E-1,4.334683418E-1
4.821803083E1,2.695339203E0,-8.803062439E-1,1.207243204E-1
4.822791812E1,3.358715773E0,-6.075391769E-1,4.090095758E-1
4.823780536E1,3.238207817E0,2.412061691E-1,1.048525929E0
4.824769265E1,2.509975672E0,2.134044647E0,1.553278923E0
4.825757989E1,9.308952093E-1,4.160876274E0,1.967019796E0
4.826746718E1,-1.726086617E0,4.538291931E0,3.647478104E0
4.827735447E1,-4.547948360E0,2.440963745E0,6.038871765E0
4.828724171E1,-6.029593468E0,-1.674661636E-1,5.510016918E0
4.829712900E1,-4.311798096E0,-3.226690292E-1,3.012545586E0
4.830701624E1,-1.076927900E0,1.476913452E0,2.801301479E-1
4.831690354E1,1.144762039E0,2.786046028E0,-1.107132316E0
4.832679078E1,1.394082665E0,2.808900833E0,-1.084314704E0
4.833667807E1,1.185972691E-1,2.034039497E0,-1.030782700E0
4.834656536E1,-1.072838306E0,1.054668427E0,-8.176520467E-1
4.835645260E1,-1.771825075E0,3.586177826E-1,-8.931012750E-1
4.836633989E1,-1.784708500E0,1.274681091E-2,-1.271366477E0
4.837622713E1,-1.055294037E0,-8.424758911E-2,-1.451849341E0
4.838611442E1,-3.325819969E-2,7.757568359E-2,-1.599826813E0
4.839600166E1,5.922818184E-1,2.971534729E-1,-1.495774627E0
4.840588895E1,5.685042143E-1,1.739110947E-1,-1.089956641E0
4.841577619E1,1.486881971E-1,-2.763938904E-1,-4.342710376E-1
4.842566348E1,-1.466596127E-1,-1.022286415E0,-2.014621496E-1
4.843555078E1,-2.503358126E-1,-1.548842430E0,7.765603065E-2
4.844543802E1,-3.084273338E-1,-1.793594837E0,5.167878866E-1
4.845532531E1,-4.210159779E-1,-1.680091381E0,6.481721401E-1
4.846521255E1,-2.606250048E-1,-1.263123512E0,7.456486225E-1
4.847509984E1,-1.915344000E-1,-8.411331177E-1,7.971438169E-1
4.848498713E1,-5.429130793E-1,-6.718835831E-1,8.586971164E-1
4.849487437E1,-1.102770567E0,-7.979354858E-1,8.940258026E-1
4.850476166E1,-1.437360883E0,-9.080410004E-1,9.230622649E-1
4.851464890E1,-1.181475163E0,-3.808374405E-1,8.775547147E-1
4.852453619E1,-9.163051844E-1,4.213905334E-1,6.314716935E-1
4.853442343E1,-8.303609490E-1,9.650011063E-1,1.997314095E-1
4.854431072E1,-3.184510469E-1,1.305685043E0,-4.197307825E-1
4.855419802E1,1.800014377E-1,1.090468407E0,-1.076445103E0
4.856408526E1,6.548154950E-1,5.163974762E-1,-1.197503567E0
4.857397255E1,7.558171153E-1,-1.699733734E-2,-1.126559258E0
4.858385979E1,4.181404412E-1,-3.238830566E-1,-9.715764523E-1
4.859374708E1,2.653503418E-2,-2.784900665E-1,-8.495975137E-1
4.860363437E1,1.782566309E-3,1.470079422E-1,-7.129756212E-1
4.861352161E1,3.738617003E-1,5.290374756E-1,-5.610942841E-1
4.862340890E1,7.684345245E-1,6.312723160E-1,-4.575395882E-1
4.863329614E1,1.019273281E0,5.069503784E-1,-4.834662378E-1
4.864318343E1,1.115279675E0,2.855777740E-1,-4.885552227E-1
4.865307072E1,9.922267199E-1,1.010723114E-1,-3.822107613E-1
4.866295796E1,6.562403440E-1,-6.827354431E-2,-1.401086152E-1
4.867284526E1,3.475513160E-1,-2.201633453E-1,-1.783385873E-2
4.868273255E1,7.922205329E-2,-3.307676315E-1,9.714308381E-2
4.869261979E1,-1.135297418E-1,-3.571834564E-1,1.163088381E-1
4.870250708E1,-2.470227182E-1,-2.638359070E-1,2.012891769E-1
4.871239432E1,-3.261355758E-1,-2.396879196E-1,3.287408650E-1
4.872228161E1,-6.028097868E-1,-3.226795197E-1,3.896753788E-1
4.873216890E1,-7.667331696E-1,-3.046436310E-1,4.222930372E-1
4.874205614E1,-8.733052015E-1,-3.457984924E-1,6.102063656E-1
4.875194343E1,-7.541423440E-1,-3.194503784E-1,5.425955057E-1
4.876183072E1,-5.301743150E-1,-2.258329391E-1,5.024818182E-1
4.877171796E1,-4.051613510E-1,-1.988372803E-1,3.470992446E-1
4.878160526E1,-3.893900216E-1,-3.361768723E-1,4.029760957E-1
4.879149255E1,-4.764062464E-1,-4.940710068E-1,4.627943933E-1
4.880137979E1,-7.271344662E-1,-5.934925079E-1,5.982258320E-1
4.881126708E1,-9.523521662E-1,-5.055227280E-1,4.654737115E-1
4.882115437E1,-9.762938023E-1,-3.715658188E-1,3.338069320E-1
4.883104161E1,-8.187587857E-1,-1.823568344E-1,3.333601654E-1
4.884092890E1,-5.193338990E-1,-2.655792236E-2,3.871798813E-1
4.885081614E1,-3.006063700E-1,-5.692481995E-2,4.414051473E-1
4.886070343E1,-2.240896821E-1,-1.820077896E-1,4.091142714E-1
4.887059072E1,-2.972222567E-1,-3.175678253E-1,2.186992466E-1
4.888047796E1,-2.920504808E-1,-3.892402649E-1,-3.773532808E-4
4.889036526E1,1.793074608E-2,-2.493038177E-1,-1.388998330E-1
4.890025255E1,4.476871490E-1,-2.062988281E-2,-9.810076654E-2
4.891013979E1,9.575631618E-1,1.693992615E-1,-2.195017338E-1
4.892002708E1,1.070502400E0,2.561664581E-1,-3.651740253E-1
4.892991437E1,7.317521572E-1,2.093105316E-1,-2.500983179E-1
4.893980161E1,1.593648195E-1,1.733121872E-1,-2.329656929E-1
4.894968890E1,-3.770229816E-1,1.893787384E-1,-2.721102238E-1
4.895957619E1,-3.970220089E-1,3.595561981E-1,-2.926622927E-1
4.896946343E1,-6.197392941E-2,4.722738266E-1,-4.066290855E-1
4.897935072E1,1.505579948E-1,4.456501007E-1,-6.740773916E-1
4.898923802E1,1.606969833E-1,3.847694397E-1,-9.239901304E-1
4.899912531E1,1.691710949E-1,4.640903473E-1,-9.909673929E-1
4.900901255E1,1.167688370E-1,4.878578186E-1,-8.469790220E-1
4.901889984E1,-1.459515095E-1,3.831357956E-1,-6.443364620E-1
4.902878713E1,-5.034068823E-1,2.707901001E-1,-3.644725382E-1
4.903867437E1,-8.507205248E-1,1.779747009E-1,-1.752651930E-1
4.904856166E1,-8.189791441E-1,1.809911728E-1,2.436143756E-1
4.905844895E1,-8.048354387E-1,1.929826736E-1,4.744547606E-1
4.906833619E1,-7.453417778E-1,1.604690552E-1,5.994915962E-1
4.907822348E1,-7.447600365E-1,1.229801178E-1,2.849306762E-1
4.908811078E1,-6.635692120E-1,1.676912308E-1,-2.403659075E-1
4.909799802E1,-6.394591331E-1,3.871316910E-1,-6.120938063E-1
4.910788531E1,-7.050783634E-1,7.145366669E-1,-7.645776272E-1
4.911777260E1,-8.377699852E-1,8.834066391E-1,-7.529888153E-1
4.912765989E1,-9.496474266E-1,8.712625504E-1,-9.583580494E-1
4.913754713E1,-7.611455917E-1,8.671436310E-1,-1.208729506E0
4.914743442E1,-4.100842476E-1,8.490667343E-1,-1.100459814E0
4.915732171E1,-3.992190361E-1,6.001644135E-1,-7.754160762E-1
4.916720895E1,-4.242947102E-1,3.885250092E-1,-9.689227343E-1
4.917709624E1,-1.460702419E-1,4.685983658E-1,-1.178737283E0
4.918698354E1,1.349537373E-1,5.453691483E-1,-1.179264307E0
4.919687078E1,2.266428471E-1,7.147674561E-1,-8.773485422E-1
4.920675807E1,2.629020214E-1,9.800367355E-1,-6.625668406E-1
4.921664536E1,4.848072529E-1,1.140446663E0,-4.949179292E-1
4.922653265E1,9.197163582E-1,9.470996857E-1,-3.394381404E-1
4.923641989E1,1.119302034E0,5.697593689E-1,-4.874420464E-1
4.924630718E1,1.031216621E0,2.811622620E-1,-1.746889949E-1
4.925619447E1,6.353211403E-1,7.738113403E-3,8.896595240E-2
4.926608176E1,1.861622334E-1,-2.904462814E-1,2.363434732E-1
4.927596900E1,-2.246561050E-1,-3.929853439E-1,3.208644390E-1
4.928585630E1,-6.151857376E-1,-2.114191055E-1,3.518660367E-1
4.929574359E1,-7.880535126E-1,7.977581024E-2,3.620149791E-1
4.930563088E1,-7.856822014E-1,4.395303726E-1,3.279925287E-1
4.931551812E1,-3.689894676E-1,7.363719940E-1,3.968019485E-1
4.932540541E1,1.110720634E-1,8.601636887E-1,4.680913687E-1
4.933529270E1,3.293042183E-1,8.100519180E-1,4.960921109E-1
4.934518000E1,2.444405556E-1,6.466464996E-1,3.374760449E-1
4.935506723E1,1.610908508E-1,3.567094803E-1,1.765426397E-1
4.936495453E1,1.763672829E-1,1.366691589E-1,2.472627163E-2
4.937484182E1,1.816110611E-1,7.272815704E-2,-1.303710938E-1
4.938472911E1,1.111726761E-1,7.428169250E-3,-2.678174376E-1
4.939461635E1,1.654744148E-1,-2.099323273E-2,-3.657812476E-1
4.940450364E1,2.043490410E-1,-5.500984192E-2,-4.447361231E-1
4.941439093E1,3.177690506E-2,-2.578134537E-1,-3.496487737E-1
4.942427822E1,-1.089801788E-1,-5.017204285E-1,-2.213920951E-1
4.943416552E1,-1.694931984E-1,-6.484150887E-1,3.426897526E-2
4.944405276E1,-2.042436600E-1,-7.248535156E-1,1.146142483E-1
4.945394005E1,-2.943458557E-1,-8.030576706E-1,4.028195739E-1
4.946382734E1,-2.591047287E-1,-7.835769653E-1,5.467516780E-1
4.947371458E1,-7.507896423E-2,-5.724306107E-1,6.232207417E-1
4.948360187E1,1.071133614E-1,-2.072792053E-1,6.414740086E-1
4.949348916E1,2.959680557E-1,1.829175949E-1,6.920152903E-1
4.950337645E1,4.277606010E-1,4.694261551E-1,6.783779860E-1
4.951326374E1,3.671488762E-1,5.535163879E-1,5.348291397E-1
4.952315098E1,1.254839897E-1,3.548202515E-1,4.100613296E-1
4.953303828E1,-1.308212280E-1,-1.503086090E-2,3.062580228E-1
4.954292557E1,-1.582164764E-1,-1.729059219E-1,2.579008639E-1
4.955281286E1,-4.681205750E-2,-9.317779541E-2,2.198323011E-1
4.956270015E1,-1.103067398E-2,-2.000427246E-2,2.001174688E-1
4.957258739E1,-1.201629639E-2,1.818275452E-2,2.267279029E-1
4.958247468E1,1.590251923E-2,1.002111435E-1,2.143023908E-1
4.959236197E1,3.850698471E-2,2.020015717E-1,4.563707113E-2
4.960224927E1,8.343505859E-2,2.283382416E-1,-6.738477945E-2
4.961213656E1,7.992410660E-2,2.374362946E-1,-2.308367193E-1
4.962202380E1,4.263854027E-2,2.565565109E-1,-3.358041644E-1
4.963191109E1,-1.522827148E-2,1.536188126E-1,-4.013071656E-1
4.964179838E1,-1.365330219E-1,-1.666831970E-1,-1.233868748E-1
4.965168567E1,-4.810369015E-1,-3.473997116E-1,-1.307966560E-1
4.966157296E1,-8.221690655E-1,-3.170337677E-1,-2.156795710E-1
4.967146026E1,-7.802118063E-1,-2.024269104E-2,-3.164861202E-1
4.968134750E1,-5.275235176E-1,3.607072830E-1,-3.660663664E-1
4.969123479E1,-2.470965385E-1,7.800111771E-1,-4.826298952E-1
4.970112208E1,8.503353596E-2,1.008060455E0,-6.024025679E-1
4.971100937E1,3.909233809E-1,8.569936752E-1,-7.238380909E-1
4.972089666E1,6.185863018E-1,3.047313690E-1,-5.770671368E-1
4.973078390E1,8.130993843E-1,-3.484601974E-1,-4.582890272E-1
4.974067119E1,8.641194105E-1,-7.651147842E-1,-5.777165294E-1
4.975055848E1,9.740933180E-1,-9.242496490E-1,-5.600460768E-1
4.976044578E1,9.423609972E-1,-8.169546127E-1,-6.688262224E-1
4.977033307E1,7.766127586E-1,-5.825014114E-1,-7.091925740E-1
4.978022036E1,4.545292258E-1,-3.120718002E-1,-5.536284447E-1
4.979010760E1,2.039877772E-1,-2.089204788E-1,-4.340344667E-1
4.979999489E1,9.213918447E-2,-3.899879456E-1,-4.959768653E-1
4.980988218E1,8.806741238E-2,-6.403179169E-1,-4.179432988E-1
4.981976947E1,2.311566472E-1,-6.261358261E-1,-3.786301613E-1
4.982965676E1,6.548891664E-1,-4.729185104E-1,-1.793801785E-1
4.983954406E1,9.437186122E-1,-4.087371826E-1,-2.793027163E-1
4.984943135E1,1.438531160E0,-3.937568665E-1,1.322877407E-2
4.985931859E1,2.081483364E0,-5.288352966E-1,8.549296856E-2
4.986920588E1,2.384985447E0,-8.487262726E-1,2.409888506E-1
4.987909317E1,2.298308849E0,-1.214220047E0,2.374303341E-1
4.988898046E1,2.059537888E0,-1.332983971E0,2.113294601E-1
4.989886776E1,1.722496867E0,-1.297156334E0,3.011631966E-1
4.990875505E1,1.506999493E0,-1.243330956E0,2.289774418E-1
4.991864234E1,1.546752214E0,-1.116466522E0,4.749798775E-2
4.992852958E1,1.777832866E0,-9.140796661E-1,-2.915453911E-2
4.993841687E1,2.121240377E0,-5.088481903E-1,5.261039734E-2
4.994830416E1,2.215174675E0,-1.729135513E-1,-1.704597473E-2
4.995819145E1,2.119894505E0,-1.378917694E-2,-8.954882622E-2
4.996807874E1,2.024125099E0,3.725433350E-2,-1.360151768E-1
4.997796604E1,1.772363424E0,-1.140117645E-2,-3.130066395E-1
4.998785333E1,1.385401845E0,-1.019048691E-1,-4.590396881E-1
4.999774057E1,8.630592823E-1,-3.036127090E-1,-4.835040569E-1
5.000762786E1,8.098666668E-1,-4.448127747E-1,-6.067054272E-1
5.001751515E1,1.097607851E0,-6.344957352E-1,-8.968409300E-1
5.002740244E1,1.336119413E0,-7.433061600E-1,-6.846002340E-1
5.003728973E1,1.176199436E0,-8.204193115E-1,1.623353958E-1
5.004717703E1,3.144829273E-1,-7.210121155E-1,1.481857300E0
5.005706432E1,-7.255334854E-1,-8.192825317E-2,2.268672466E0
5.006695161E1,-8.567461967E-1,9.761009216E-1,2.374203444E0
5.007683885E1,-5.337183475E-1,1.926885605E0,3.222225666E0
5.008672614E1,-6.802954674E-1,2.067666054E0,4.508463383E0
5.009661343E1,-1.474087238E0,9.213256836E-1,5.276736736E0
5.010650072E1,-2.285118103E0,-3.548250198E-1,4.752470016E0
5.011638802E1,-2.013532877E0,-3.155679703E-1,2.777301788E0
5.012627531E1,-1.051956177E0,8.635158539E-1,4.385651350E-1
5.013616260E1,2.158164978E-3,2.383996010E0,-1.237967134E0
5.014604989E1,6.388080120E-1,3.473516464E0,-2.063636065E0
5.015593718E1,6.676387787E-1,3.318634987E0,-2.094037056E0
5.016582442E1,9.501767159E-2,2.255213737E0,-1.806464553E0
5.017571171E1,-8.551490307E-1,1.396045685E0,-1.377043009E0
5.018559900E1,-1.400323868E0,8.766441345E-1,-1.315440655E0
5.019548630E1,-1.112497091E0,5.538597107E-1,-1.419732690E0
5.020537359E1,-4.108989239E-1,5.679216385E-1,-1.678939819E0
5.021526088E1,3.058066368E-1,5.116271973E-1,-1.618242979E0
5.022514817E1,5.174428225E-1,-8.265495300E-3,-1.049124718E0
5.023503546E1,3.274316788E-1,-6.024389267E-1,-2.522025108E-1
5.024492276E1,2.162322998E-1,-8.967161179E-1,-2.083415985E-1
5.025481005E1,3.063994646E-1,-9.871397018E-1,-4.770693779E-1
5.026469729E1,6.061850786E-1,-7.172126770E-1,-2.818048000E-1
5.027458458E1,5.264232159E-1,-3.647623062E-1,2.295229435E-1
5.028447187E1,8.958506584E-2,-1.408281326E-1,5.046627522E-1
5.029435916E1,-4.318774939E-1,-2.198781967E-1,7.337644100E-1
5.030424645E1,-7.981983423E-1,-5.511951447E-1,7.034924030E-1
5.031413375E1,-9.054960012E-1,-8.594045639E-1,6.736289263E-1
5.032402104E1,-9.461096525E-1,-1.020156860E0,5.442467928E-1
5.033390833E1,-1.194835901E0,-9.478883743E-1,4.229879379E-1
5.034379562E1,-1.231298685E0,-7.697839737E-1,4.071313143E-1
5.035368291E1,-9.363161325E-1,-5.625267029E-1,1.692568064E-1
5.036357020E1,-3.179613352E-1,-2.186965942E-1,8.188414574E-2
5.037345750E1,1.292960644E-1,6.793498993E-2,-5.828809738E-2
5.038334473E1,3.094375134E-1,2.234563828E-1,-1.568756104E-1
5.039323203E1,1.638827324E-1,1.954555511E-1,-8.096754551E-2
5.040311932E1,-1.049178839E-1,2.257156372E-2,-1.614308357E-2
5.041300661E1,-2.312203646E-1,-7.528972626E-2,1.010738611E-1
5.042289390E1,-3.549842834E-1,-5.082130432E-2,-4.676580429E-4
5.043278119E1,-2.205486298E-1,1.220693588E-1,-4.715795517E-1
5.044266848E1,5.819660425E-2,2.808475494E-1,-8.824295998E-1
5.045255578E1,1.668081284E-1,4.471330643E-1,-9.588307738E-1
5.046244307E1,3.340512514E-2,4.179372787E-1,-7.480508089E-1
5.047233036E1,-2.621612549E-1,2.032594681E-1,-6.772736907E-1
5.048221765E1,-3.575820923E-1,-6.769943237E-2,-5.155839920E-1
5.049210494E1,-3.062941432E-1,-2.468738556E-1,-4.912428856E-1
5.050199223E1,-1.511648297E-1,-2.865571976E-1,-6.553962827E-1
5.051187953E1,1.060437560E-1,-3.208398819E-1,-6.655030847E-1
5.052176682E1,1.926312149E-1,-3.834600449E-1,-3.612732887E-1
5.053165411E1,1.618261635E-1,-4.123382568E-1,1.569467783E-2
5.054154140E1,1.324950159E-1,-5.436210632E-1,1.426003575E-1
5.055142864E1,2.678408623E-1,-5.812873840E-1,1.937035918E-1
5.056131593E1,4.636307359E-1,-5.088186264E-1,-2.096712589E-3
5.057120322E1,7.545747757E-1,-4.098052979E-1,-4.228398502E-1
5.058109052E1,8.613469601E-1,-3.199739456E-1,-5.229103565E-1
5.059097781E1,4.926707149E-1,-2.798728943E-1,-4.917186201E-1
5.060086510E1,-4.282023013E-2,-1.817989349E-1,-3.415702283E-1
5.061075239E1,-5.625636578E-1,-8.064365387E-2,-1.541233063E-1
5.062063968E1,-9.473237991E-1,1.656627655E-2,8.048462868E-2
5.063052697E1,-9.941447973E-1,3.107452393E-2,3.288384676E-1
5.064041427E1,-6.604995728E-1,-3.706836700E-2,5.451086760E-1
5.065030156E1,-7.277905941E-2,-4.183769226E-3,4.927659631E-1
5.066018885E1,3.175275326E-1,2.398395538E-2,5.668349862E-1
5.067007614E1,4.675401449E-1,-1.478385925E-2,5.988314152E-1
5.067996343E1,4.000433087E-1,-6.783103943E-2,6.868106127E-1
5.068985072E1,6.591439247E-2,-7.284641266E-2,1.023340940E0
5.069973802E1,-3.272572756E-1,-1.225738525E-1,9.297624826E-1
5.070962531E1,-6.230207682E-1,-1.233415604E-1,8.473643064E-1
5.071951260E1,-7.632856369E-1,-1.393985748E-1,7.224376202E-1
5.072939989E1,-7.568347454E-1,-1.442956924E-1,5.237511396E-1
5.073928718E1,-6.678664088E-1,-1.000795364E-1,2.219201326E-1
5.074917447E1,-5.533629060E-1,-3.111076355E-2,4.200744629E-2
5.075906177E1,-3.821514845E-1,1.433258057E-1,-7.778367400E-2
5.076894906E1,-1.396510601E-1,3.101530075E-1,5.053305626E-2
5.077883635E1,-1.314831972E-1,2.661705017E-1,3.257412612E-1
5.078872364E1,-3.758571148E-1,1.482744217E-1,5.280860662E-1
5.079861093E1,-7.818707228E-1,1.267166138E-1,6.660130024E-1
5.080849822E1,-1.243932247E0,1.372671127E-1,8.020520806E-1
5.081838552E1,-1.589312077E0,2.185096741E-1,7.880272865E-1
5.082827281E1,-1.572197199E0,3.918561935E-1,8.018412590E-1
5.083816010E1,-1.411835670E0,4.036769867E-1,6.590151787E-1
5.084804739E1,-8.874813318E-1,3.156576157E-1,1.862047315E-1
5.085793468E1,-3.038026094E-1,2.631311417E-1,-1.641542614E-1
5.086782197E1,1.164379120E-1,3.146448135E-1,-2.812507749E-1
5.087770926E1,1.980028152E-1,2.002325058E-1,-2.341611236E-1
5.088759656E1,9.476900101E-3,1.190090179E-2,-1.225754023E-1
5.089748385E1,-5.623760223E-1,-2.103567123E-1,1.339903176E-1
5.090737114E1,-1.298021317E0,-3.477697372E-1,4.451059699E-1
5.091725843E1,-1.742951035E0,-3.877620697E-1,6.612539291E-1
5.092714572E1,-1.997396469E0,-3.996391296E-1,6.296499372E-1
5.093703302E1,-2.076750755E0,-4.122200012E-1,3.505308926E-1
5.094692031E1,-1.976022005E0,-3.185310364E-1,1.413006485E-1
5.095680760E1,-1.481717706E0,9.686470032E-2,-5.916998386E-1
5.096669489E1,-2.799425125E-1,7.440557480E-1,-1.785181642E0
5.097658218E1,1.022809267E0,1.483275414E0,-2.538045168E0
5.098646947E1,1.434714794E0,1.919334412E0,-2.661077976E0
5.099635676E1,1.241544724E0,1.805909157E0,-2.559978008E0
5.100624406E1,6.325180531E-1,1.204806328E0,-2.012904644E0
5.101613140E1,2.012443542E-2,5.428876877E-1,-1.457215786E0
5.102601864E1,-5.013904572E-1,1.135463715E-1,-1.135777831E0
5.103590593E1,-7.345440388E-1,1.197395325E-1,-6.610325575E-1
5.104579328E1,-6.529479027E-1,3.515691757E-1,-3.366557062E-1
5.105568057E1,-9.961295128E-2,7.147941589E-1,-3.891400993E-1
5.106556786E1,6.169054508E-1,1.124411583E0,-6.866847277E-1
5.107545515E1,1.596799612E0,1.514592171E0,-9.089746475E-1
5.108534244E1,2.338590622E0,1.690146446E0,-8.121024370E-1
5.109522973E1,2.462405682E0,1.528529167E0,-7.944484353E-1
5.110511703E1,2.182541370E0,1.050273895E0,-6.988021731E-1
5.111500432E1,1.709492207E0,3.742589951E-1,-5.519954562E-1
5.112489161E1,1.396447659E0,-2.697114944E-1,-4.775539041E-1
5.113477890E1,1.273457050E0,-6.510744095E-1,-2.450952828E-1
5.114466619E1,1.010206223E0,-7.189855576E-1,4.449617863E-2
5.115455348E1,6.527442932E-1,-6.569547653E-1,1.420073658E-1
5.116444078E1,3.952183723E-1,-5.083026886E-1,1.655199677E-1
5.117432807E1,2.183375359E-1,-3.267660141E-1,2.704325318E-1
5.118421536E1,2.191352844E-2,-2.545242310E-1,5.870088339E-1
5.119410265E1,-1.446628571E-2,-1.912212372E-1,8.435797095E-1
5.120398994E1,1.675024033E-1,7.707786560E-2,8.890731335E-1
5.121387723E1,5.469756126E-1,4.699602127E-1,8.170534372E-1
5.122376453E1,8.928060532E-1,8.011569977E-1,6.090161800E-1
5.123365182E1,8.538570404E-1,8.763198853E-1,2.517752349E-1
5.124353911E1,5.110325813E-1,7.854738235E-1,1.311392188E-1
5.125342645E1,4.179477692E-2,5.832242966E-1,3.006415069E-1
5.126331375E1,-2.852244377E-1,1.860761642E-1,3.138193190E-1
5.127320104E1,-2.137150764E-1,-2.079038620E-1,1.180951595E-1
5.128308833E1,-6.119537354E-2,-5.720071793E-1,9.889212251E-2
5.129297562E1,-4.427051544E-2,-9.296913147E-1,1.132373810E-1
5.130286291E1,-9.974908829E-2,-1.182564735E0,3.789166808E-1
5.131275020E1,-1.399946213E-1,-1.052464485E0,7.865790725E-1
5.132263750E1,-4.049191475E-1,-1.026993752E0,9.488307238E-1
5.133252479E1,-5.869827271E-1,-1.093302727E0,1.223311305E0
5.134241208E1,-4.108653069E-1,-9.125103951E-1,1.222749710E0
5.135229937E1,-1.209473610E-1,-5.115318298E-1,8.191404343E-1
5.136218666E1,-1.385326385E-1,-1.207838058E-1,4.309469461E-1
5.137207395E1,-3.094038963E-1,8.063602448E-2,3.206299245E-1
5.138196130E1,-5.641398430E-1,1.591835022E-1,3.002083302E-1
5.139184859E1,-5.762872696E-1,1.478023529E-1,1.014340669E-1
5.140173588E1,-2.039484978E-1,2.676239014E-1,-1.356147379E-1
5.141162317E1,2.233242989E-1,4.422130585E-1,-1.780549735E-1
5.142151046E1,3.500332832E-1,4.514760971E-1,-2.686755061E-1
5.143139776E1,1.064448357E-1,3.267698288E-1,-2.759571373E-1
5.144128505E1,-1.834249496E-1,2.611722946E-1,-2.695887983E-1
5.145117234E1,-3.692646027E-1,3.475370407E-1,-4.031645656E-1
5.146105963E1,-3.139021397E-1,5.677242279E-1,-5.523462296E-1
5.147094692E1,3.531455994E-3,6.928367615E-1,-4.973910153E-1
5.148083421E1,2.354161739E-1,5.592966080E-1,-4.171715677E-1
5.149072156E1,2.969686985E-1,2.145271301E-1,-3.730462193E-1
5.150060885E1,3.765666485E-1,-2.083091736E-1,-3.622244895E-1
5.151049614E1,4.472551346E-1,-7.007350922E-1,-4.761638045E-1
5.152038343E1,5.348212719E-1,-1.054053307E0,-6.591633558E-1
5.153027072E1,6.810607910E-1,-1.089529037E0,-6.927792430E-1
5.154015802E1,7.906455994E-1,-8.729276657E-1,-6.241834760E-1
5.155004531E1,8.505678177E-1,-5.725030899E-1,-5.061211586E-1
5.155993260E1,8.851535320E-1,-3.049716949E-1,-3.583416939E-1
5.156981989E1,7.354552746E-1,-5.580043793E-2,-4.320886135E-1
5.157970718E1,5.093368292E-1,1.688938141E-1,-3.305170536E-1
5.158959447E1,2.247740030E-1,2.861795425E-1,-4.366322756E-1
5.159948182E1,-5.479145050E-2,1.635665894E-1,-4.832901955E-1
5.160936911E1,1.141792536E-1,-1.472644806E-1,-4.523704052E-1
5.161925640E1,7.375617623E-1,-5.504779816E-1,-4.174823761E-1
5.162914369E1,1.599807978E0,-9.142093658E-1,-5.696150064E-1
5.163903098E1,2.333035946E0,-1.024413109E0,-4.552909136E-1
5.164891828E1,2.413949728E0,-1.126869202E0,-3.075962067E-1
5.165880557E1,1.847939849E0,-1.377849579E0,-4.460880756E-1
5.166869286E1,1.140277147E0,-1.559480667E0,-1.787972450E-2
5.167858015E1,1.972256899E-1,-1.505513191E0,2.102708817E-1
5.168846750E1,-8.554491997E-1,-1.120361328E0,4.712636471E-1
5.169835479E1,-1.266051531E0,-4.854278564E-1,6.035778522E-1
5.170824208E1,-8.816277981E-1,3.593444824E-3,5.068078041E-1
5.171812937E1,-5.229532719E-2,1.672449112E-1,4.810180664E-1
5.172801666E1,8.914806247E-1,1.161336899E-1,5.546519756E-1
5.173790395E1,1.509074926E0,-2.324886322E-1,2.859539986E-1
5.174779124E1,1.748097420E0,-8.497533798E-1,2.442529202E-1
5.175767854E1,1.768184543E0,-1.394465923E0,3.919422626E-1
5.176756583E1,1.694836378E0,-1.733645439E0,4.436640739E-1
5.177745317E1,1.511791348E0,-1.774413109E0,2.302434444E-1
5.178734046E1,1.138356447E0,-1.556250572E0,3.093934059E-1
5.179722776E1,4.410296679E-1,-1.244120598E0,4.803304672E-1
5.180711505E1,-2.680099010E-1,-8.234434128E-1,4.935436249E-1
5.181700234E1,-9.718050957E-1,-4.540939331E-1,4.697124958E-1
5.182688963E1,-1.133053780E0,-4.659805298E-1,4.782435894E-1
5.183677692E1,-5.575327873E-1,-7.061777115E-1,2.855896950E-1
5.184666421E1,4.265837669E-1,-9.382019043E-1,7.952618599E-2
