Time (s),Gyroscope x (deg/s),Gyroscope y (deg/s),Gyroscope z (deg/s)
5.236080375E1,3.998758793E-1,-1.985253533E-3,7.724163532E-1
5.237069104E1,3.955999613E-1,-4.428642802E-3,8.096780181E-1
5.238057838E1,3.704788685E-1,-3.817795310E-3,8.536590338E-1
5.239046567E1,3.509317636E-1,1.023169141E-2,9.171871543E-1
5.240035296E1,3.313846290E-1,4.871506989E-2,9.996515512E-1
5.241024026E1,3.289412558E-1,7.498150319E-2,1.060125470E0
5.242012755E1,3.497100472E-1,3.527642787E-2,1.076618314E0
5.243001484E1,3.839175105E-1,-6.795676053E-2,1.061957955E0
5.243990218E1,4.023192823E-1,-1.669140160E-1,1.025307178E0
5.244978947E1,3.881934285E-1,-1.534753740E-1,9.764393568E-1
5.245967677E1,3.643703759E-1,-5.635065958E-2,9.300149679E-1
5.246956406E1,3.998758793E-1,-2.214321308E-2,9.153546095E-1
5.247945135E1,4.450785816E-1,-7.834116369E-2,9.324583411E-1
5.248933864E1,4.401918054E-1,-1.736333370E-1,9.446752667E-1
5.249922598E1,4.157579243E-1,-2.237228155E-1,9.422318935E-1
5.250911328E1,4.004867375E-1,-2.212794125E-1,9.422318935E-1
5.251900057E1,3.974325061E-1,-1.919587553E-1,9.489512444E-1
5.252888786E1,4.023192823E-1,-1.595838517E-1,9.642223716E-1
5.253877515E1,4.133145213E-1,-1.223221645E-1,9.788827300E-1
5.254866250E1,4.023192823E-1,-6.612421572E-2,9.648332596E-1
5.255854979E1,3.826957941E-1,-3.206948051E-3,9.147437811E-1
5.256843708E1,3.625378609E-1,4.871506989E-2,8.567132950E-1
5.257832437E1,3.442124426E-1,1.030804738E-1,8.047912717E-1
5.258821166E1,3.301629424E-1,1.635543555E-1,7.528692484E-1
5.259809900E1,3.246653080E-1,2.105895877E-1,7.009472251E-1
5.260798630E1,3.087832928E-1,2.619007528E-1,6.948387623E-1
5.261787359E1,2.861819267E-1,3.205420971E-1,7.705838084E-1
5.262776088E1,2.800734639E-1,3.987305462E-1,8.909206986E-1
5.263764817E1,2.702999115E-1,4.903576374E-1,9.978190064E-1
5.264753546E1,2.538070381E-1,5.667135715E-1,1.041189194E0
5.265742281E1,2.403683960E-1,6.125270724E-1,1.002094984E0
5.266731010E1,2.281514555E-1,6.161921620E-1,9.208522439E-1
5.267719739E1,2.165453583E-1,6.131379604E-1,8.451071978E-1
5.268708468E1,2.073826492E-1,6.216897964E-1,7.962393761E-1
5.269697197E1,1.951656938E-1,6.369609833E-1,7.864658237E-1
5.270685932E1,1.719534993E-1,6.613948941E-1,8.096780181E-1
5.271674661E1,1.481304616E-1,6.717792749E-1,8.756495714E-1
5.272663390E1,1.389677525E-1,6.601731777E-1,9.868237376E-1
5.273652119E1,1.420219839E-1,6.003101468E-1,1.118155956E0
5.274640848E1,1.450762302E-1,5.502206683E-1,1.235438585E0
5.275629578E1,1.456870735E-1,5.441122055E-1,1.321568012E0
5.276618312E1,1.615691036E-1,5.770979524E-1,1.370435834E0
5.277607041E1,1.774511337E-1,6.088619828E-1,1.388150454E0
5.278595770E1,1.542389393E-1,6.723901033E-1,1.412584305E0
5.279584500E1,8.765657991E-2,7.744779587E-1,1.445569992E0
5.280573229E1,5.192201585E-3,8.422819972E-1,1.465117097E0
5.281561963E1,-2.840439789E-2,8.263999820E-1,1.439461589E0
5.282550692E1,2.107422985E-2,6.485670805E-1,1.346612811E0
5.283539421E1,8.948912472E-2,3.822376728E-1,1.238492846E0
5.284528150E1,1.499630064E-1,9.269607067E-2,1.165191174E0
5.285516885E1,2.073826492E-1,-1.809635013E-1,1.132816195E0
5.286505614E1,2.599155009E-1,-4.149180055E-1,1.105328083E0
5.287494343E1,2.727433145E-1,-5.963396430E-1,1.065012217E0
5.288483072E1,2.324273884E-1,-7.288935184E-1,1.003316641E0
5.289471802E1,1.774511337E-1,-8.034168482E-1,9.367342591E-1
5.290460536E1,1.383569092E-1,-8.156337738E-1,8.622109294E-1
5.291449265E1,1.035386100E-1,-7.795938253E-1,7.711946368E-1
5.292437994E1,7.605048269E-2,-7.478297353E-1,6.630746722E-1
5.293426723E1,5.161659420E-2,-7.227849960E-1,5.610632300E-1
5.294415453E1,2.748812549E-3,-6.519267559E-1,4.999784827E-1
5.295404187E1,-6.200099736E-2,-5.474718809E-1,4.822639227E-1
5.296392916E1,-1.114796251E-1,-4.863871336E-1,5.183038712E-1
5.297381645E1,-1.444653720E-1,-5.053234100E-1,6.142069101E-1
5.298370375E1,-1.640124917E-1,-5.291464329E-1,7.430956960E-1
5.299359104E1,-1.640124917E-1,-5.071559548E-1,8.359444737E-1
5.300347838E1,-1.462979168E-1,-4.723376334E-1,8.322793841E-1
5.301336567E1,-1.279724985E-1,-4.350759685E-1,7.107207775E-1
5.302325296E1,-1.194206402E-1,-3.758237660E-1,5.231906772E-1
5.303314026E1,-1.249182671E-1,-2.945810854E-1,3.600944579E-1
5.304302755E1,-1.371352077E-1,-1.876828223E-1,2.525853515E-1
5.305291489E1,-1.194206402E-1,-1.241547018E-1,1.688992679E-1
5.306280218E1,-6.688777357E-2,-1.699682474E-1,6.994201243E-2
5.307268947E1,-7.635590620E-3,-3.074088693E-1,-3.878879920E-2
5.308257677E1,3.329117596E-2,-4.619532526E-1,-1.169772521E-1
5.309246411E1,6.322269142E-2,-5.609105229E-1,-1.481304616E-1
5.310235140E1,8.948912472E-2,-5.865660906E-1,-1.383569092E-1
5.311223869E1,9.804098308E-2,-5.908420086E-1,-1.181989461E-1
5.312212598E1,9.681928903E-2,-5.737382770E-1,-1.304158866E-1
5.313201333E1,9.804098308E-2,-4.967715442E-1,-1.811162084E-1
5.314190062E1,1.127013192E-1,-3.562766612E-1,-2.354816198E-1
5.315178791E1,1.420219839E-1,-2.163926363E-1,-2.440334857E-1
5.316167520E1,1.627907902E-1,-9.483403713E-2,-1.646233350E-1
5.317156255E1,1.725643575E-1,3.283303976E-2,-4.062134400E-2
5.318144984E1,1.682884246E-1,1.440072358E-1,2.229592577E-2
5.319133713E1,1.426328421E-1,2.203631550E-1,-3.756710514E-2
5.320122442E1,9.987352788E-2,2.869454920E-1,-2.067717910E-1
5.321111177E1,4.611896724E-2,3.388675153E-1,-4.553866386E-1
5.322099906E1,-2.535016090E-2,4.219427407E-1,-7.534800768E-1
5.323088635E1,-1.151447073E-1,5.489989519E-1,-1.025994301E0
5.324077364E1,-2.367033064E-1,7.017871737E-1,-1.225130558E0
5.325066093E1,-3.588727713E-1,8.447254300E-1,-1.364403725E0
5.326054828E1,-4.388937652E-1,9.436826706E-1,-1.467025995E0
5.327043557E1,-4.944808483E-1,1.007821679E0,-1.578811049E0
5.328032286E1,-5.531222224E-1,1.025536180E0,-1.740074754E0
5.329021020E1,-6.062659025E-1,9.919396043E-1,-1.958147287E0
5.330009750E1,-6.484143734E-1,9.326874018E-1,-2.229363441E0
5.330998479E1,-6.832326651E-1,8.520555496E-1,-2.539673805E0
5.331987208E1,-7.027797699E-1,7.408813834E-1,-2.857314348E0
5.332975942E1,-7.296570539E-1,6.522321701E-1,-3.151131868E0
5.333964671E1,-7.876875401E-1,6.155813336E-1,-3.425402403E0
5.334953400E1,-8.774821162E-1,6.247440577E-1,-3.670428514E0
5.335942130E1,-1.024085402E0,7.359945774E-1,-3.828637838E0
5.336930864E1,-1.184127450E0,9.565104246E-1,-3.820086002E0
5.337919593E1,-1.252542257E0,1.104335546E0,-3.626447439E0
5.338908322E1,-1.218945742E0,1.098837852E0,-3.292848587E0
5.339897052E1,-1.131594539E0,9.644514918E-1,-2.948330641E0
5.340885786E1,-1.050962687E0,6.858287454E-1,-2.706435204E0
5.341874515E1,-1.010646820E0,3.345915973E-1,-2.592817545E0
5.342863244E1,-9.910996556E-1,-3.069507517E-2,-2.567162037E0
5.343851973E1,-9.562813640E-1,-3.617742956E-1,-2.587319851E0
5.344840708E1,-9.214630723E-1,-5.902311802E-1,-2.635576963E0
5.345829437E1,-9.055810571E-1,-6.549809575E-1,-2.685666323E0
5.346818166E1,-9.220739603E-1,-5.358657837E-1,-2.691164017E0
5.347806900E1,-9.312366247E-1,-3.495573401E-1,-2.603201866E0
5.348795630E1,-9.006943107E-1,-2.084516287E-1,-2.437051535E0
5.349784359E1,-8.579349518E-1,-1.375933439E-1,-2.251964808E0
5.350773088E1,-8.194515705E-1,-1.290414780E-1,-2.113913298E0
5.351761822E1,-7.595885396E-1,-2.023431510E-1,-2.033892393E0
5.352750552E1,-6.649072170E-1,-3.666610718E-1,-1.969142437E0
5.353739281E1,-5.598415136E-1,-5.370874405E-1,-1.894008279E0
5.354728010E1,-4.688252807E-1,-6.195518374E-1,-1.795661926E0
5.355716744E1,-3.979669809E-1,-5.535803437E-1,-1.679600835E0
5.356705473E1,-3.490992188E-1,-3.574983478E-1,-1.575145960E0
5.357694203E1,-2.586938143E-1,-1.101052165E-1,-1.500622630E0
5.358682937E1,-1.420219839E-1,8.964183182E-2,-1.430986047E0
5.359671666E1,-5.711421743E-2,2.374668717E-1,-1.332028747E0
5.360660395E1,-9.162708884E-4,3.413109183E-1,-1.187258005E0
5.361649130E1,4.062134400E-2,4.475983381E-1,-1.013166547E0
5.362637859E1,8.704573661E-2,5.514423847E-1,-8.157865405E-1
5.363626588E1,1.444653720E-1,5.740436912E-1,-6.038225293E-1
5.364615317E1,1.915006191E-1,5.288410187E-1,-4.169032574E-1
5.365604052E1,2.244863659E-1,4.903576374E-1,-2.892361879E-1
5.366592781E1,2.458660156E-1,4.518742561E-1,-2.238755226E-1
5.367581510E1,2.709107697E-1,3.706315756E-1,-1.853921413E-1
5.368570239E1,2.874036431E-1,2.728960216E-1,-1.462979168E-1
5.369558973E1,2.806843221E-1,1.867665499E-1,-9.559759498E-2
5.370547703E1,2.751866877E-1,9.391776472E-2,-3.084778599E-2
5.371536432E1,3.045073450E-1,-1.236965694E-2,2.351761982E-2
5.372525166E1,3.533751369E-1,-1.351499557E-1,7.910472155E-2
5.373513895E1,3.888806403E-1,-2.976353168E-1,1.798945218E-1
5.374502625E1,4.408026636E-1,-4.509579837E-1,3.423798978E-1
5.375491354E1,5.147151947E-1,-5.822901726E-1,5.354076028E-1
5.376480088E1,5.428141356E-1,-7.618792653E-1,6.838434935E-1
5.377468817E1,4.939463735E-1,-9.396358132E-1,6.905628443E-1
5.378457546E1,4.004867375E-1,-9.897252917E-1,5.506787896E-1
5.379446281E1,3.271087110E-1,-9.292513728E-1,3.894151151E-1
5.380435010E1,3.118375242E-1,-8.528954983E-1,3.668137789E-1
5.381423739E1,4.078168869E-1,-6.983511448E-1,5.213581324E-1
5.382412473E1,5.165477395E-1,-5.303681493E-1,7.412631512E-1
5.383401203E1,5.177693963E-1,-4.906630516E-1,8.860339522E-1
5.384389932E1,4.817294180E-1,-5.731274486E-1,8.738170266E-1
5.385378661E1,4.560738206E-1,-6.543701291E-1,7.443174124E-1
5.386367395E1,3.907131851E-1,-5.951179266E-1,5.885513425E-1
5.387356125E1,3.417690396E-1,-4.216373265E-1,4.798205197E-1
5.388344859E1,3.655920923E-1,-2.451024652E-1,4.346178174E-1
5.389333588E1,4.175904691E-1,-9.849911928E-2,4.327852726E-1
5.390322317E1,4.322507977E-1,3.833066672E-2,4.456130862E-1
5.391311046E1,3.826957941E-1,1.128540337E-1,4.657710493E-1
5.392299781E1,2.953446507E-1,1.488940120E-1,5.250232220E-1
5.393288510E1,2.574721277E-1,2.368560284E-1,6.484143734E-1
5.394277239E1,2.757975459E-1,3.474193811E-1,8.163973689E-1
5.395265973E1,2.776300907E-1,4.194993675E-1,9.898779988E-1
5.396254703E1,2.635805905E-1,5.013529062E-1,1.148087382E0
5.397243432E1,2.556395829E-1,5.679352283E-1,1.247655511E0
5.398232166E1,2.470877171E-1,5.929799676E-1,1.256207347E0
5.399220895E1,2.733541429E-1,5.728220344E-1,1.194511771E0
5.400209625E1,3.301629424E-1,4.866925478E-1,1.104106426E0
5.401198359E1,3.594835997E-1,3.407000601E-1,1.025918007E0
5.402187088E1,3.222219348E-1,2.460187376E-1,9.501729012E-1
5.403175817E1,2.605263591E-1,2.002051920E-1,8.701519370E-1
5.404164552E1,2.501419485E-1,1.605001241E-1,8.218950033E-1
5.405153281E1,3.038965166E-1,1.281252056E-1,8.176190853E-1
5.406142010E1,3.802524209E-1,7.620319724E-2,8.744278550E-1
5.407130739E1,4.517979026E-1,-1.603474095E-2,9.996515512E-1
5.408119473E1,4.798968732E-1,-7.589777559E-2,1.112658262E0
5.409108203E1,4.621823132E-1,-1.265980899E-1,1.151141644E0
5.410096937E1,4.285857081E-1,-2.096733153E-1,1.085780978E0
5.411085666E1,4.120928347E-1,-2.499892414E-1,9.312366247E-1
5.412074395E1,4.017084241E-1,-2.121167034E-1,7.534800768E-1
5.413063130E1,4.145362079E-1,-1.956238300E-1,6.300889254E-1
5.414051859E1,4.310291111E-1,-2.231119573E-1,5.836645365E-1
5.415040588E1,4.029301107E-1,-2.420482337E-1,5.622848868E-1
5.416029322E1,3.631486893E-1,-2.322746664E-1,5.415160656E-1
5.417018052E1,3.356605768E-1,-1.846285909E-1,5.121954083E-1
5.418006781E1,3.081724346E-1,-1.211004704E-1,4.639385045E-1
5.418995515E1,2.825168669E-1,-5.451811850E-2,4.040754735E-1
5.419984244E1,2.556395829E-1,1.817270555E-2,3.558185399E-1
5.420972973E1,2.342599183E-1,9.758284688E-2,3.484883606E-1
5.421961708E1,2.195995897E-1,1.721062213E-1,3.900259733E-1
5.422950437E1,2.031067163E-1,2.441861928E-1,4.572191834E-1
5.423939166E1,1.884463727E-1,2.845021188E-1,5.354076028E-1
5.424927901E1,1.811162084E-1,2.802261710E-1,6.013791561E-1
5.425916630E1,1.725643575E-1,2.698417902E-1,6.209262609E-1
5.426905359E1,1.615691036E-1,2.655658424E-1,5.989357233E-1
5.427894093E1,1.475196183E-1,2.680092454E-1,5.622848868E-1
5.428882822E1,1.408002973E-1,2.802261710E-1,5.354076028E-1
5.429871552E1,1.383569092E-1,3.003841341E-1,5.280774832E-1
5.430860286E1,1.401894391E-1,2.936648130E-1,5.610632300E-1
5.431849015E1,1.554606259E-1,2.392994165E-1,6.117635369E-1
5.432837750E1,1.743968874E-1,1.727170646E-1,6.526902914E-1
5.433826479E1,1.969982386E-1,1.220167428E-1,6.722373962E-1
5.434815208E1,2.134911120E-1,9.880454093E-2,6.691831946E-1
5.435803942E1,2.305948436E-1,7.742489129E-2,6.685723066E-1
5.436792671E1,2.464768738E-1,5.299099907E-2,6.820109487E-1
5.437781401E1,2.586938143E-1,4.810422286E-2,7.082774043E-1
5.438770135E1,2.599155009E-1,4.504998401E-2,7.437065244E-1
5.439758864E1,2.629697323E-1,3.405473381E-2,7.864658237E-1
5.440747593E1,2.739650011E-1,1.572931744E-2,8.261709213E-1
5.441736328E1,2.764083743E-1,2.290677279E-3,8.444963098E-1
5.442725057E1,2.721324563E-1,9.009997360E-3,8.383878469E-1
5.443713786E1,2.819060087E-1,3.527642787E-2,8.328902125E-1
5.444702520E1,2.819060087E-1,6.765133142E-2,8.457180262E-1
5.445691250E1,2.886253297E-1,1.238492802E-1,8.811471462E-1
5.446679984E1,3.045073450E-1,1.873773932E-1,9.342908859E-1
5.447668713E1,3.026748300E-1,2.368560284E-1,9.733850956E-1
5.448657442E1,2.666348219E-1,3.040492237E-1,9.739959836E-1
5.449646177E1,2.220429778E-1,3.529170156E-1,9.422318935E-1
5.450634906E1,1.969982386E-1,3.553603888E-1,8.951966763E-1
5.451623640E1,1.908897758E-1,3.150444627E-1,8.469397426E-1
5.452612369E1,2.024958730E-1,2.130329758E-1,8.206732869E-1
5.453601098E1,2.110477239E-1,8.231166750E-2,8.383878469E-1
5.454589833E1,1.994416267E-1,2.733541466E-2,8.964183331E-1
5.455578562E1,1.774511337E-1,5.787777901E-2,9.733850956E-1
5.456567291E1,1.603474021E-1,1.128540337E-1,1.036302328E0
5.457556026E1,1.493521482E-1,1.702736765E-1,1.048519373E0
5.458544755E1,1.469087601E-1,1.928750277E-1,9.898779988E-1
5.459533489E1,1.536280811E-1,1.904316396E-1,8.921424150E-1
5.460522218E1,1.536280811E-1,1.843231618E-1,8.115105629E-1
5.461510947E1,1.310267299E-1,1.910424829E-1,7.852441669E-1
5.462499682E1,1.029277667E-1,1.788255423E-1,8.212841153E-1
5.463488411E1,9.315420687E-2,1.128540337E-1,9.061918855E-1
5.464477140E1,7.727217674E-2,2.061609551E-2,1.030804753E0
5.465465875E1,5.344913527E-2,-9.177979827E-2,1.138924718E0
5.466454604E1,7.177454978E-2,-2.145601064E-1,1.176797271E0
5.467443338E1,1.279724985E-1,-3.538332880E-1,1.159693480E0
5.468432067E1,1.664558798E-1,-4.698942602E-1,1.142589808E0
5.469420802E1,1.450762302E-1,-5.041016936E-1,1.176797271E0
5.470409531E1,1.157555580E-1,-4.912739098E-1,1.247044683E0
5.471398260E1,1.291942000E-1,-4.992149174E-1,1.281252146E0
5.472386994E1,1.597365588E-1,-5.535803437E-1,1.239103675E0
5.473375723E1,1.548497826E-1,-6.158867478E-1,1.137092113E0
5.474364458E1,1.224748790E-1,-6.354338527E-1,1.018587828E0
5.475353187E1,1.072036922E-1,-6.158867478E-1,9.177979827E-1
5.476341916E1,1.072036922E-1,-6.122216582E-1,8.457180262E-1
5.477330650E1,8.765657991E-2,-5.981721878E-1,7.925743461E-1
5.478319380E1,5.222744122E-2,-5.346440673E-1,7.516475320E-1
5.479308114E1,1.130067464E-2,-3.972034156E-1,7.082774043E-1
5.480296843E1,-2.779355086E-2,-2.591519356E-1,6.545228362E-1
5.481285578E1,-8.826743066E-2,-1.895153672E-1,5.879405141E-1
5.482274307E1,-1.640124917E-1,-1.632489264E-1,5.231906772E-1
5.483263041E1,-2.250972092E-1,-1.284306347E-1,4.847072959E-1
5.484251770E1,-2.709107697E-1,-7.467607409E-2,4.676035643E-1
5.485240500E1,-3.100049794E-1,-1.786728203E-2,4.407263100E-1
5.486229234E1,-3.252761662E-1,5.955760833E-3,3.839175105E-1
5.487217963E1,-3.087832928E-1,-2.397575416E-2,3.045073450E-1
5.488206692E1,-2.898470163E-1,-7.589777559E-2,2.147128135E-1
5.489195426E1,-2.794626355E-1,-1.119377613E-1,1.298050433E-1
5.490184156E1,-2.538070381E-1,-9.361234307E-2,5.833591148E-2
5.491172890E1,-2.183778882E-1,-4.535540938E-2,-9.162708884E-4
5.492161619E1,-1.896680743E-1,7.788302377E-3,-6.566607952E-2
5.493150354E1,-1.426328421E-1,5.176930502E-2,-1.481304616E-1
5.494139083E1,-8.460234851E-2,6.459710002E-2,-2.226538211E-1
5.495127812E1,-4.611896724E-2,4.199574888E-2,-2.464768738E-1
5.496116546E1,-2.107422985E-2,-7.482878864E-3,-2.128802687E-1
5.497105281E1,1.374406368E-2,-7.467607409E-2,-1.609582454E-1
5.498094010E1,5.833591148E-2,-1.424801201E-1,-1.414111406E-1
5.499082739E1,9.804098308E-2,-1.876828223E-1,-1.676775664E-1
5.500071473E1,1.151447073E-1,-2.304421216E-1,-2.159345001E-1
5.501060203E1,1.243074164E-1,-2.353289127E-1,-2.531961799E-1
5.502048937E1,1.163664013E-1,-1.650814712E-1,-2.580829561E-1
5.503037666E1,6.627693027E-2,-7.635590737E-4,-2.440334857E-1
5.504026401E1,2.748812549E-3,2.191414535E-1,-2.544178963E-1
5.505015130E1,-5.589252338E-2,4.097257853E-1,-3.393256664E-1
5.506003859E1,-1.078145429E-1,5.343386531E-1,-5.079194903E-1
5.506992593E1,-1.499630064E-1,5.929799676E-1,-7.192726731E-1
5.507981322E1,-2.037175596E-1,6.424586177E-1,-9.147437811E-1
5.508970057E1,-2.672456801E-1,6.864396334E-1,-1.032102823E0
5.509958786E1,-3.100049794E-1,7.243884802E-1,-1.069975376E0
5.510947520E1,-3.283303976E-1,7.500441074E-1,-1.094409227E0
5.511936250E1,-3.472666740E-1,7.714237571E-1,-1.176873565E0
5.512924984E1,-3.857500553E-1,7.989118695E-1,-1.348521709E0
5.513913713E1,-4.309527278E-1,8.233457208E-1,-1.575145960E0
5.514902447E1,-4.633276463E-1,8.465579152E-1,-1.804213762E0
5.515891177E1,-5.079194903E-1,8.465579152E-1,-1.985024571E0
5.516879911E1,-5.812211633E-1,8.667159081E-1,-2.090090275E0
5.517868640E1,-6.966713071E-1,9.736141562E-1,-2.117578268E0
5.518857369E1,-8.389987350E-1,1.146483898E0,-2.090090275E0
5.519846104E1,-9.220739603E-1,1.312634349E0,-2.066878080E0
5.520834833E1,-9.074136019E-1,1.348063588E0,-2.080316782E0
5.521823567E1,-8.512156606E-1,1.166641951E0,-2.117578268E0
5.522812296E1,-7.919634581E-1,9.161945581E-1,-2.173165560E0
5.523801031E1,-7.492041588E-1,7.402704954E-1,-2.253186464E0
5.524789760E1,-7.443174124E-1,6.192464232E-1,-2.369247437E0
5.525778494E1,-7.632536292E-1,5.318952799E-1,-2.534176111E0
5.526767223E1,-7.870767117E-1,4.604261220E-1,-2.737588406E0
5.527755958E1,-7.931851745E-1,3.468085229E-1,-2.959936857E0
5.528744687E1,-7.736380696E-1,1.824906170E-1,-3.159072876E0
5.529733421E1,-7.418739796E-1,2.428117767E-2,-3.286740065E0
5.530722150E1,-7.015580535E-1,-9.116895497E-2,-3.319114923E0
5.531710885E1,-6.423059106E-1,-1.956238300E-1,-3.263527870E0
5.532699614E1,-5.940489769E-1,-2.768665254E-1,-3.159072876E0
5.533688348E1,-5.622848868E-1,-2.945810854E-1,-3.046066284E0
5.534677078E1,-5.066977739E-1,-2.628170252E-1,-2.922675133E0
5.535665812E1,-4.572191834E-1,-2.738122940E-1,-2.777904272E0
5.536654541E1,-4.187358022E-1,-3.129065037E-1,-2.631911755E0
5.537643276E1,-3.741439581E-1,-3.367295563E-1,-2.490806103E0
5.538632005E1,-3.264978528E-1,-3.477247953E-1,-2.334429264E0
5.539620739E1,-2.855710983E-1,-3.403946459E-1,-2.160337687E0
5.540609468E1,-2.464768738E-1,-3.293993771E-1,-1.993576407E0
5.541598197E1,-2.024958730E-1,-2.933593988E-1,-1.873850346E0
5.542586932E1,-1.524063945E-1,-2.225011140E-1,-1.787720919E0
5.543575661E1,-9.498675168E-2,-1.247655526E-1,-1.678990006E0
5.544564395E1,-5.100574717E-2,-5.329642445E-2,-1.509785414E0
5.545553124E1,-2.718270384E-2,4.581354442E-4,-1.302097321E0
5.546541859E1,-8.857285604E-3,6.826218218E-2,-1.098074317E0
5.547530588E1,8.857285604E-3,1.018587798E-1,-9.037485123E-1
5.548519322E1,4.062134400E-2,8.353336155E-2,-7.198835015E-1
5.549508052E1,9.132166207E-2,8.399149403E-3,-5.604523420E-1
5.550496786E1,1.548497826E-1,-1.101052165E-1,-4.260659516E-1
5.551485515E1,2.202104330E-1,-2.322746664E-1,-3.258870244E-1
5.552474250E1,2.654131353E-1,-3.581092060E-1,-2.385358512E-1
5.553462979E1,3.002314270E-1,-4.894413650E-1,-1.236965731E-1
5.554451713E1,3.411581814E-1,-5.786250830E-1,1.924168877E-2
5.555440442E1,3.943782747E-1,-6.390989423E-1,1.805053651E-1
5.556429176E1,4.701233208E-1,-7.178982496E-1,3.484883606E-1
5.557417906E1,5.452575088E-1,-8.461761475E-1,5.018110275E-1
5.558406640E1,5.935144424E-1,-9.426900148E-1,6.270347238E-1
5.559395369E1,5.660263300E-1,-9.518527389E-1,6.856760383E-1
5.560384104E1,4.017084241E-1,-8.956547976E-1,5.873296261E-1
5.561372833E1,2.244863659E-1,-7.233958840E-1,3.552076817E-1
5.562361567E1,2.202104330E-1,-5.670189857E-1,1.908897758E-1
5.563350296E1,3.925457299E-1,-4.204156399E-1,2.709107697E-1
5.564339031E1,5.935144424E-1,-1.675248593E-1,5.354076028E-1
5.565327760E1,6.222242713E-1,8.399149403E-3,8.054021001E-1
5.566316494E1,5.330405831E-1,-8.872556686E-2,9.416210651E-1
5.567305223E1,4.860053360E-1,-3.471139669E-1,8.774821162E-1
5.568293958E1,4.340833426E-1,-4.686725736E-1,6.331431866E-1
5.569282687E1,3.692571819E-1,-4.045335948E-1,3.607053161E-1
5.570271421E1,3.545968235E-1,-2.658712566E-1,2.275405973E-1
5.571260150E1,3.545968235E-1,-1.058292910E-1,2.702999115E-1
5.572248885E1,2.947337925E-1,1.043021679E-1,4.150707126E-1
5.573237614E1,2.495311052E-1,2.136438340E-1,5.696150661E-1
5.574226348E1,2.250972092E-1,2.466295809E-1,6.539120078E-1
5.575215083E1,2.018850148E-1,2.771719396E-1,6.661289334E-1
5.576203812E1,1.798945218E-1,2.851129472E-1,6.502469182E-1
5.577192546E1,1.786728203E-1,2.851129472E-1,6.447492838E-1
5.578181276E1,2.037175596E-1,2.954973578E-1,6.759024858E-1
5.579170010E1,2.104368806E-1,2.954973578E-1,7.467607856E-1
5.580158739E1,2.257080674E-1,3.144336343E-1,8.170081973E-1
5.581147473E1,2.733541429E-1,3.180987239E-1,8.444963098E-1
5.582136203E1,3.228327632E-1,2.545706034E-1,8.310576677E-1
5.583124937E1,3.411581814E-1,1.024696305E-1,8.145648241E-1
5.584113666E1,3.313846290E-1,-5.451811850E-2,8.023478985E-1
5.585102401E1,3.252761662E-1,-1.528645307E-1,7.870767117E-1
5.586091130E1,3.436015844E-1,-2.371614426E-1,7.565343380E-1
5.587079864E1,3.717005551E-1,-3.574983478E-1,6.905628443E-1
5.588068593E1,3.875826001E-1,-4.876088202E-1,5.861079693E-1
5.589057328E1,3.869717419E-1,-6.036698222E-1,4.743228853E-1
5.590046057E1,4.023192823E-1,-6.940752268E-1,4.059080184E-1
5.591034791E1,4.285857081E-1,-7.325585485E-1,3.979669809E-1
5.592023520E1,4.438568950E-1,-7.191199064E-1,4.352286756E-1
5.593012255E1,4.285857081E-1,-6.965186000E-1,5.018110275E-1
5.594000984E1,4.017084241E-1,-6.476507783E-1,5.726693273E-1
5.594989718E1,3.723114133E-1,-5.493044257E-1,6.172611713E-1
5.595978453E1,3.307738006E-1,-4.118637741E-1,6.282563806E-1
5.596967182E1,2.935121059E-1,-2.951919436E-1,6.270347238E-1
5.597955916E1,2.733541429E-1,-1.986780763E-1,6.416950226E-1
5.598944645E1,2.629697323E-1,-9.177979827E-2,6.673506498E-1
5.599933380E1,2.354816198E-1,1.328592747E-2,6.759024858E-1
5.600922109E1,1.908897758E-1,8.780929446E-2,6.868977547E-1
5.601910843E1,1.688992679E-1,1.214058921E-1,7.290462255E-1
5.602899572E1,1.554606259E-1,1.342336833E-1,7.858549953E-1
5.603888307E1,1.249182671E-1,1.843231618E-1,8.414421082E-1
5.604877036E1,9.681928903E-2,2.692309320E-1,8.939749599E-1
5.605865770E1,1.151447073E-1,2.796153426E-1,9.428427219E-1
5.606854500E1,1.273616552E-1,3.419217467E-1,9.086353183E-1
5.607843234E1,1.450762302E-1,3.883461356E-1,8.365553021E-1
5.608831968E1,1.542389393E-1,3.480302393E-1,7.510367036E-1
5.609820697E1,1.542389393E-1,3.071034551E-1,6.697940230E-1
5.610809432E1,1.688992679E-1,3.016058207E-1,6.190937161E-1
5.611798161E1,1.597365588E-1,3.211529553E-1,6.056550741E-1
5.612786895E1,1.554606259E-1,3.034383655E-1,6.129852533E-1
5.613775625E1,1.829487532E-1,2.313583940E-1,6.129852533E-1
5.614764359E1,2.208212912E-1,1.586675793E-1,6.111527085E-1
5.615753088E1,2.593046725E-1,9.575030953E-2,6.160394549E-1
5.616741822E1,2.929012477E-1,6.459710002E-2,6.142069101E-1
5.617730557E1,3.246653080E-1,6.704048812E-2,6.044333577E-1
5.618719286E1,3.466558158E-1,7.681404054E-2,5.983248949E-1
5.619708020E1,3.625378609E-1,7.437065244E-2,6.038225293E-1
5.620696750E1,3.680354655E-1,6.398624927E-2,6.221479177E-1
