Time (s),Gyroscope x (deg/s),Gyroscope y (deg/s),Gyroscope z (deg/s)
1.603525656E1,5.833591148E-2,-2.371614426E-1,-5.955760926E-2
1.604514369E1,6.444438547E-2,-1.834068894E-1,-6.322269142E-2
1.605503083E1,5.222744122E-2,-1.320957243E-1,-8.643488586E-2
1.606491796E1,1.313321572E-2,-7.528692484E-2,-1.365243644E-1
1.607480510E1,-3.084778599E-2,1.084253844E-2,-2.104368806E-1
1.608469223E1,-6.200099736E-2,1.433963925E-1,-3.191677034E-1
1.609457937E1,-9.376505762E-2,2.899997234E-1,-4.779879749E-1
1.610446650E1,-1.353026628E-1,4.298837483E-1,-6.594096422E-1
1.611435364E1,-1.750077456E-1,5.728220344E-1,-8.414421082E-1
1.612424078E1,-1.908897758E-1,6.975111961E-1,-1.016220808E0
1.613412791E1,-2.012741715E-1,7.720345855E-1,-1.177484393E0
1.614401505E1,-2.379250079E-1,8.196806908E-1,-1.311870813E0
1.615390218E1,-2.959555089E-1,8.618291020E-1,-1.415104032E0
1.616378937E1,-3.436015844E-1,8.807653785E-1,-1.498179317E0
1.617367650E1,-3.741439581E-1,8.514447212E-1,-1.587973833E0
1.618356364E1,-4.211791754E-1,7.799755931E-1,-1.730301261E0
1.619345078E1,-4.877615273E-1,7.146149278E-1,-1.977694392E0
1.620333791E1,-5.799994469E-1,7.036196589E-1,-2.317936182E0
1.621322505E1,-7.058340311E-1,7.573742270E-1,-2.653291464E0
1.622311213E1,-8.011261821E-1,8.789328337E-1,-2.836545706E0
1.623299932E1,-8.292251825E-1,9.876636863E-1,-2.840821505E0
1.624288645E1,-8.072346449E-1,1.013319254E0,-2.756524563E0
1.625277359E1,-7.791357040E-1,9.418501258E-1,-2.682001352E0
1.626266072E1,-7.748597264E-1,8.044095039E-1,-2.683833838E0
1.627254786E1,-8.060129285E-1,6.522321701E-1,-2.730869055E0
1.628243500E1,-8.383878469E-1,5.117372870E-1,-2.761411428E0
1.629232213E1,-8.383878469E-1,3.602471650E-1,-2.757746220E0
1.630220927E1,-8.188407421E-1,2.295258641E-1,-2.756524563E0
1.631209640E1,-8.005153537E-1,1.495048702E-1,-2.765687227E0
1.632198354E1,-7.724163532E-1,9.025268257E-2,-2.776682615E0
1.633187067E1,-7.266027927E-1,4.077405483E-2,-2.806614161E0
1.634175781E1,-7.046123147E-1,-2.519745007E-2,-2.859757900E0
1.635164494E1,-7.058340311E-1,-6.734590977E-2,-2.899462938E0
1.636153208E1,-6.600204706E-1,2.901524538E-3,-2.853038549E0
1.637141921E1,-5.488462448E-1,1.336228400E-1,-2.664897442E0
1.638130635E1,-4.468347728E-1,2.185306102E-1,-2.369247437E0
1.639119348E1,-3.845283389E-1,2.166980654E-1,-2.071764946E0
1.640108062E1,-3.497100472E-1,1.831014603E-1,-1.834145308E0
1.641096776E1,-2.983988822E-1,1.574458778E-1,-1.686320186E0
1.642085489E1,-2.422009408E-1,9.880454093E-2,-1.611186028E0
1.643074203E1,-2.024958730E-1,2.061609551E-2,-1.562318206E0
1.644062916E1,-1.530172378E-1,-2.397575416E-2,-1.485962272E0
1.645051630E1,-8.521319181E-2,-7.635590737E-4,-1.355851889E0
1.646040343E1,-5.803049076E-3,1.110214889E-1,-1.193977356E0
1.647029057E1,6.444438547E-2,2.392994165E-1,-1.011944890E0
1.648017770E1,1.243074164E-1,3.675773442E-1,-8.218950033E-1
1.649006484E1,1.743968874E-1,5.080721974E-1,-6.349757314E-1
1.649995197E1,2.073826492E-1,6.216897964E-1,-4.492781460E-1
1.650983911E1,2.183778882E-1,6.644490957E-1,-2.867927849E-1
1.651972624E1,2.257080674E-1,6.198572516E-1,-1.597365588E-1
1.652961338E1,2.214321345E-1,4.781406820E-1,-6.016845629E-2
1.653950052E1,2.092151791E-1,2.582356930E-1,3.878879920E-2
1.654938765E1,2.171562016E-1,1.328592747E-2,1.481304616E-1
1.655927479E1,2.574721277E-1,-2.108950168E-1,2.837385535E-1
1.656916192E1,3.191677034E-1,-3.532224298E-1,4.395045936E-1
1.657904906E1,3.521534503E-1,-4.198047817E-1,5.848862529E-1
1.658893619E1,3.472666740E-1,-4.088095427E-1,6.581879258E-1
1.659882333E1,3.185568452E-1,-3.355078697E-1,6.154286265E-1
1.660871046E1,2.727433145E-1,-3.165715933E-1,4.889832437E-1
1.661859760E1,2.208212912E-1,-3.648285270E-1,3.741439581E-1
1.662848473E1,2.012741715E-1,-3.843756318E-1,3.991886973E-1
1.663837187E1,2.678565085E-1,-3.104631305E-1,6.026008129E-1
1.664825900E1,3.955999613E-1,-1.577513069E-1,8.982508779E-1
1.665814614E1,4.976114631E-1,-6.734590977E-2,1.181684017E0
1.666803333E1,5.312080383E-1,-1.430909634E-1,1.338060975E0
1.667792046E1,4.768426418E-1,-2.732014358E-1,1.290414810E0
1.668780760E1,3.680354655E-1,-3.440597057E-1,1.080283403E0
1.669769468E1,2.825168669E-1,-2.884726226E-1,8.176190853E-1
1.670758187E1,2.654131353E-1,-1.626380831E-1,6.215370893E-1
1.671746900E1,3.075616062E-1,9.009997360E-3,5.317425132E-1
1.672735614E1,3.527642787E-1,1.867665499E-1,5.341859460E-1
1.673724328E1,3.619270027E-1,2.985515893E-1,5.958815217E-1
1.674713041E1,3.313846290E-1,3.071034551E-1,6.526902914E-1
1.675701755E1,2.788517773E-1,1.824906170E-1,6.581879258E-1
1.676690468E1,2.422009408E-1,1.634016447E-2,5.946598053E-1
1.677679182E1,2.238755226E-1,-1.174353883E-1,5.054761171E-1
1.678667895E1,2.067717910E-1,-1.870719790E-1,4.327852726E-1
1.679656609E1,1.908897758E-1,-1.779092699E-1,4.040754735E-1
1.680645322E1,1.658450365E-1,-1.119377613E-1,4.376720488E-1
1.681634036E1,1.426328421E-1,-6.062658876E-2,5.360184908E-1
1.682622750E1,1.181989461E-1,-1.236965694E-2,6.416950226E-1
1.683611463E1,6.322269142E-2,2.916795574E-2,6.899519563E-1
1.684600176E1,1.435491070E-2,9.009997360E-3,6.716265678E-1
1.685588890E1,9.468132630E-3,-8.628217876E-2,6.343649030E-1
1.686577604E1,5.039490014E-2,-2.005106062E-1,6.142069101E-1
1.687566317E1,1.224748790E-1,-3.110739589E-1,6.294780970E-1
1.688555031E1,1.798945218E-1,-4.130854607E-1,6.710157394E-1
1.689543744E1,1.927223057E-1,-4.711159468E-1,7.156075835E-1
1.690532458E1,1.927223057E-1,-4.857762754E-1,7.461498976E-1
1.691521171E1,1.896680743E-1,-4.833329022E-1,7.430956960E-1
1.692509885E1,1.915006191E-1,-4.375193417E-1,7.076665759E-1
1.693498598E1,2.073826492E-1,-3.855973184E-1,6.697940230E-1
1.694487312E1,2.324273884E-1,-3.410054743E-1,6.575770974E-1
1.695476026E1,2.568612695E-1,-2.713688910E-1,6.734591126E-1
1.696464739E1,2.684673667E-1,-2.182251811E-1,7.040014863E-1
1.697453453E1,2.495311052E-1,-2.536543310E-1,7.278245091E-1
1.698442166E1,2.238755226E-1,-2.854183912E-1,7.186617851E-1
1.699430885E1,2.318165302E-1,-2.774773538E-1,6.856760383E-1
1.700419598E1,2.483094037E-1,-2.622061968E-1,6.502469182E-1
1.701408312E1,2.379250079E-1,-2.420482337E-1,6.178719997E-1
1.702397026E1,2.293731421E-1,-2.420482337E-1,5.922164321E-1
1.703385739E1,2.318165302E-1,-2.683146596E-1,5.824428797E-1
1.704374453E1,2.330382317E-1,-2.927485406E-1,5.830537081E-1
1.705363166E1,2.293731421E-1,-3.141281903E-1,5.885513425E-1
1.706351880E1,2.324273884E-1,-3.342861533E-1,6.007682681E-1
1.707340593E1,2.550287247E-1,-3.642176688E-1,6.087092757E-1
1.708329307E1,2.812951505E-1,-4.362976551E-1,6.074876189E-1
1.709318020E1,2.788517773E-1,-5.010474920E-1,5.879405141E-1
1.710306734E1,2.458660156E-1,-5.297572613E-1,5.635066032E-1
1.711295447E1,2.098260373E-1,-5.254813433E-1,5.616740584E-1
1.712284161E1,1.927223057E-1,-5.016583204E-1,5.891621709E-1
1.713272874E1,1.817270666E-1,-4.607315361E-1,6.337540150E-1
1.714261588E1,1.615691036E-1,-4.100312293E-1,6.844543815E-1
1.715250302E1,1.536280811E-1,-3.721587062E-1,7.272136807E-1
1.716239015E1,1.640124917E-1,-3.501681983E-1,7.577560544E-1
1.717227729E1,1.731752008E-1,-3.208475113E-1,7.693621516E-1
1.718216442E1,1.481304616E-1,-3.061871827E-1,7.644753456E-1
1.719205156E1,1.218640283E-1,-2.939702570E-1,7.516475320E-1
1.720193869E1,1.127013192E-1,-2.994678617E-1,7.534800768E-1
1.721182588E1,1.053711548E-1,-3.245126009E-1,7.773031592E-1
1.722171302E1,8.887827396E-2,-3.306210935E-1,8.035695553E-1
1.723160015E1,6.322269142E-2,-3.055763543E-1,8.206732869E-1
1.724148729E1,5.100574717E-2,-2.383831441E-1,8.328902125E-1
1.725137442E1,5.528167635E-2,-1.675248593E-1,8.542698622E-1
1.726126156E1,7.299624383E-2,-9.727742523E-2,8.768712282E-1
1.727114869E1,7.605048269E-2,-2.153236605E-2,8.829796910E-1
1.728103583E1,6.139015034E-2,4.382828996E-2,8.609892130E-1
1.729092296E1,4.611896724E-2,1.171299592E-1,8.133431077E-1
1.730081010E1,3.878879920E-2,1.953184158E-1,7.583668828E-1
1.731069723E1,4.001049697E-2,2.912214398E-1,7.149966955E-1
1.732058437E1,4.184303805E-2,4.036173224E-1,6.923953891E-1
1.733047151E1,4.611896724E-2,4.952444136E-1,6.752916574E-1
1.734035864E1,5.528167635E-2,5.569399595E-1,6.465818286E-1
1.735024578E1,6.077930331E-2,5.642701387E-1,6.190937161E-1
1.736013291E1,6.933116168E-2,5.276193023E-1,6.117635369E-1
1.737002005E1,8.460234851E-2,4.793623984E-1,5.977140665E-1
1.737990718E1,9.926267713E-2,4.213318825E-1,5.628957748E-1
1.738979432E1,7.788302749E-2,3.565820754E-1,5.152496696E-1
1.739968145E1,2.473931387E-2,3.187095523E-1,4.785988331E-1
1.740956864E1,-1.252236869E-2,3.254288733E-1,4.926483035E-1
1.741945578E1,-2.535016090E-2,3.859027624E-1,5.641174316E-1
1.742934291E1,-2.779355086E-2,5.044071078E-1,6.563553810E-1
1.743923005E1,-5.039490014E-2,5.887040496E-1,7.040014863E-1
1.744911718E1,-5.894676223E-2,4.976878166E-1,6.710157394E-1
1.745900432E1,-1.618745178E-2,2.594573796E-1,5.995466113E-1
1.746889145E1,6.413896102E-3,-3.680354729E-2,5.635066032E-1
1.747877859E1,-4.184303805E-2,-2.896943092E-1,5.952706337E-1
1.748866572E1,-9.071081877E-2,-4.362976551E-1,7.101099491E-1
1.749855286E1,-9.376505762E-2,-4.937172830E-1,8.945857882E-1
1.750844000E1,-6.627693027E-2,-5.120427012E-1,1.091889501E0
1.751832713E1,-3.939964995E-2,-5.108210444E-1,1.206728816E0
1.752821427E1,-1.924168877E-2,-5.334223509E-1,1.204896212E0
1.753810140E1,-4.581354558E-3,-5.621321797E-1,1.089446068E0
1.754798854E1,-1.130067464E-2,-5.688515306E-1,9.098569751E-1
1.755787567E1,-2.046338283E-2,-5.150969625E-1,7.479824424E-1
1.756776281E1,-3.512371704E-2,-4.149180055E-1,6.416950226E-1
1.757765000E1,-6.749862432E-2,-3.104631305E-1,5.934380889E-1
1.758753713E1,-1.169772521E-1,-2.060082406E-1,5.940489769E-1
1.759742426E1,-1.780619770E-1,-1.094943732E-1,6.294780970E-1
1.760731140E1,-2.183778882E-1,-4.413371533E-2,6.820109487E-1
1.761719854E1,-2.183778882E-1,-1.603474095E-2,7.113316059E-1
1.762708567E1,-1.927223057E-1,-5.650337320E-3,7.094991207E-1
1.763697281E1,-1.511846930E-1,1.068982761E-3,6.966713071E-1
1.764685994E1,-1.090362370E-1,2.000524849E-2,6.966713071E-1
1.765674708E1,-8.399149776E-2,8.597674966E-2,7.198835015E-1
1.766663421E1,-7.177454978E-2,1.794363856E-1,7.302678823E-1
1.767652135E1,-4.428642616E-2,2.735068500E-1,6.710157394E-1
1.768640848E1,3.359660041E-3,3.229855001E-1,5.341859460E-1
1.769629562E1,4.489727318E-2,3.199312389E-1,3.545968235E-1
1.770618276E1,5.467082933E-2,3.193204105E-1,1.915006191E-1
1.771606989E1,5.405998230E-2,3.358132839E-1,8.582404256E-2
1.772595708E1,5.589252338E-2,3.596363366E-1,4.245388508E-2
1.773584421E1,5.161659420E-2,3.840702176E-1,4.978405312E-2
1.774573135E1,5.894676223E-2,3.749074936E-1,8.154810965E-2
1.775561848E1,8.826743066E-2,3.254288733E-1,1.059819981E-1
1.776550562E1,1.249182671E-1,2.808370292E-1,9.498675168E-2
1.777539276E1,1.560714692E-1,2.515163720E-1,5.894676223E-2
1.778527989E1,1.707318127E-1,2.478512824E-1,1.557660475E-2
1.779516703E1,1.670667231E-1,2.484621257E-1,-4.062134400E-2
1.780505416E1,1.597365588E-1,2.301367074E-1,-1.133121699E-1
1.781494130E1,1.572931707E-1,1.733279079E-1,-1.927223057E-1
1.782482843E1,1.572931707E-1,7.986827940E-2,-2.702999115E-1
1.783471557E1,1.371352077E-1,-1.298050396E-2,-3.411581814E-1
1.784460270E1,9.681928903E-2,-7.956285775E-2,-3.814741075E-1
1.785448984E1,8.032641560E-2,-8.383878320E-2,-3.924693763E-1
1.786437703E1,9.071081877E-2,-3.558185324E-2,-3.698680103E-1
1.787426416E1,1.120904684E-1,1.572931744E-2,-3.173351586E-1
1.788415130E1,1.169772521E-1,2.977880463E-2,-2.672456801E-1
1.789403843E1,8.826743066E-2,4.993676394E-2,-2.483094037E-1
1.790392557E1,2.473931387E-2,8.597674966E-2,-2.764083743E-1
1.791381270E1,-8.032641560E-2,1.177408099E-1,-3.222219348E-1
1.792369984E1,-1.774511337E-1,1.629435122E-1,-3.686463237E-1
1.793358697E1,-2.220429778E-1,2.136438340E-1,-4.272876680E-1
1.794347411E1,-2.159345001E-1,2.588465214E-1,-5.268557668E-1
1.795336124E1,-1.902789176E-1,2.881672084E-1,-6.826218367E-1
1.796324838E1,-1.725643575E-1,3.028275371E-1,-8.811471462E-1
1.797313552E1,-1.725643575E-1,3.260397315E-1,-1.092576623E0
1.798302265E1,-2.257080674E-1,3.865135908E-1,-1.263613939E0
1.799290979E1,-3.124483824E-1,4.775298536E-1,-1.343024015E0
1.800279697E1,-3.674246371E-1,5.502206683E-1,-1.361960292E0
1.801268411E1,-3.869717419E-1,5.935907960E-1,-1.388226748E0
1.802257124E1,-3.924693763E-1,6.345176101E-1,-1.450533152E0
1.803245838E1,-4.052971601E-1,6.730009913E-1,-1.566594124E0
1.804234552E1,-4.382829070E-1,7.237776518E-1,-1.754124284E0
1.805223265E1,-4.883723855E-1,7.848623991E-1,-2.003350019E0
1.806211979E1,-5.360184908E-1,8.508338928E-1,-2.259294987E0
1.807200692E1,-5.690042377E-1,9.210813046E-1,-2.487751722E0
1.808189406E1,-5.830537081E-1,9.846094251E-1,-2.661843300E0
1.809178119E1,-5.683933496E-1,1.008432508E0,-2.762022257E0
1.810166833E1,-5.427377820E-1,1.014540911E0,-2.783401966E0
1.811155546E1,-5.036435723E-1,1.020038605E0,-2.740642548E0
1.812144265E1,-4.443913698E-1,9.846094251E-1,-2.656345606E0
1.813132979E1,-3.814741075E-1,8.874847293E-1,-2.561664343E0
1.814121692E1,-3.258870244E-1,7.414922118E-1,-2.492027760E0
1.815110406E1,-2.794626355E-1,5.667135715E-1,-2.466983080E0
1.816099119E1,-2.464768738E-1,3.987305462E-1,-2.495692730E0
1.817087833E1,-2.489202619E-1,2.808370292E-1,-2.569605350E0
1.818076546E1,-2.941229641E-1,2.118112892E-1,-2.639852762E0
1.819065260E1,-3.368822634E-1,1.934858710E-1,-2.654513121E0
1.820053973E1,-3.411581814E-1,2.423536479E-1,-2.558610201E0
1.821042687E1,-3.130592108E-1,3.681881726E-1,-2.331985712E0
1.822031401E1,-2.611372173E-1,4.940227270E-1,-2.036335707E0
1.823020114E1,-2.018850148E-1,5.086830258E-1,-1.759621859E0
1.824008833E1,-1.377460510E-1,4.274403751E-1,-1.547657847E0
1.824997546E1,-8.032641560E-2,3.150444627E-1,-1.419990778E0
1.825986260E1,-4.489727318E-2,1.940967143E-1,-1.344856620E0
1.826974973E1,-1.924168877E-2,6.642963737E-2,-1.276441693E0
1.827963687E1,3.054236295E-4,-2.336490713E-2,-1.209248543E0
1.828952400E1,3.359660041E-3,-6.001574174E-2,-1.148163795E0
1.829941114E1,3.054236295E-4,-5.757235363E-2,-1.091354966E0
1.830929828E1,1.985253580E-2,-2.214321308E-2,-1.021718383E0
1.831918541E1,5.222744122E-2,5.054761097E-2,-9.220739603E-1
1.832907255E1,8.887827396E-2,1.366770715E-1,-7.840224504E-1
1.833895968E1,1.194206402E-1,1.733279079E-1,-6.123743653E-1
1.834884682E1,1.340809762E-1,1.281252056E-1,-4.388937652E-1
1.835873401E1,1.371352077E-1,2.977880463E-2,-2.861819267E-1
1.836862114E1,1.359135211E-1,-1.033858955E-1,-1.462979168E-1
1.837850828E1,1.432436854E-1,-2.188360244E-1,-1.863084175E-2
1.838839541E1,1.542389393E-1,-2.958027720E-1,9.376505762E-2
1.839828255E1,1.768402755E-1,-3.312319219E-1,1.902789176E-1
1.840816968E1,2.257080674E-1,-3.067980409E-1,2.696890533E-1
1.841805682E1,2.800734639E-1,-2.976353168E-1,3.662029207E-1
1.842794395E1,3.112266660E-1,-3.501681983E-1,4.902049303E-1
1.843783109E1,3.087832928E-1,-3.972034156E-1,5.781669021E-1
1.844771822E1,2.702999115E-1,-4.143071473E-1,5.445703268E-1
1.845760541E1,1.884463727E-1,-4.314108789E-1,4.248442650E-1
1.846749255E1,1.023169160E-1,-4.588989913E-1,3.326063454E-1
1.847737968E1,7.666133344E-2,-4.595098495E-1,3.692571819E-1
1.848726682E1,1.438545287E-1,-4.320217371E-1,5.580089688E-1
1.849715395E1,2.476985604E-1,-3.660502136E-1,8.060129285E-1
1.850704109E1,3.100049794E-1,-2.396048307E-1,9.788827300E-1
1.851692822E1,3.203893900E-1,-1.901262105E-1,1.021642089E0
1.852681536E1,3.216110766E-1,-2.194468826E-1,9.251281619E-1
1.853670250E1,2.861819267E-1,-2.554868758E-1,7.143858671E-1
1.854658963E1,2.348707765E-1,-2.096733153E-1,4.840964675E-1
1.855647677E1,2.501419485E-1,-6.795676053E-2,3.411581814E-1
1.856636390E1,3.246653080E-1,1.177408099E-1,3.289412558E-1
1.857625109E1,4.017084241E-1,3.052709103E-1,4.272876680E-1
1.858613822E1,4.438568950E-1,4.512633979E-1,5.958815217E-1
1.859602536E1,4.395809472E-1,5.233433843E-1,7.626428008E-1
1.860591250E1,3.869717419E-1,5.447230339E-1,8.469397426E-1
1.861579963E1,2.935121059E-1,5.056288242E-1,8.389987350E-1
1.862568676E1,2.000524700E-1,4.359922409E-1,7.711946368E-1
1.863557390E1,1.401894391E-1,3.712424338E-1,6.917845011E-1
1.864546104E1,1.120904684E-1,3.193204105E-1,6.484143734E-1
1.865534817E1,9.559759498E-2,2.991624475E-1,6.429167390E-1
1.866523536E1,9.865183383E-2,3.003841341E-1,6.618530154E-1
1.867512250E1,1.322484314E-1,3.034383655E-1,6.948387623E-1
1.868500963E1,1.676775664E-1,2.906105816E-1,7.204943299E-1
1.869489677E1,1.963873953E-1,2.252499312E-1,7.247702479E-1
1.870478390E1,2.183778882E-1,1.097997949E-1,7.003363967E-1
1.871467104E1,2.104368806E-1,1.634016447E-2,6.294780970E-1
1.872455817E1,1.853921413E-1,-4.840964451E-2,5.402944088E-1
1.873444531E1,1.670667231E-1,-1.119377613E-1,4.767662883E-1
1.874433250E1,1.353026628E-1,-1.895153672E-1,4.663818777E-1
1.875421963E1,7.605048269E-2,-2.738122940E-1,5.048652887E-1
1.876410676E1,3.878879920E-2,-3.660502136E-1,5.714476109E-1
1.877399390E1,3.451287001E-2,-4.735593498E-1,6.416950226E-1
1.878388104E1,3.145863488E-2,-5.670189857E-1,6.911736727E-1
1.879376817E1,4.001049697E-2,-6.678087711E-1,7.204943299E-1
1.880365531E1,8.154810965E-2,-7.618792653E-1,7.357655168E-1
1.881354244E1,1.511846930E-1,-8.254073858E-1,7.430956960E-1
1.882342958E1,2.055501044E-1,-8.247964978E-1,7.357655168E-1
1.883331671E1,2.098260373E-1,-7.484406233E-1,7.094991207E-1
1.884320385E1,1.982199401E-1,-7.313368917E-1,6.942279339E-1
1.885309104E1,2.159345001E-1,-7.936432958E-1,7.052231431E-1
1.886297817E1,2.305948436E-1,-8.400676847E-1,7.296570539E-1
1.887286531E1,2.220429778E-1,-8.394568563E-1,7.547017932E-1
1.888275244E1,2.214321345E-1,-8.034168482E-1,7.620319724E-1
1.889263958E1,2.238755226E-1,-7.411104441E-1,7.430956960E-1
1.890252671E1,2.208212912E-1,-6.513158679E-1,7.058340311E-1
1.891241385E1,2.171562016E-1,-5.438067913E-1,6.612421870E-1
1.892230098E1,2.263189107E-1,-4.442386627E-1,6.252021790E-1
1.893218812E1,2.342599183E-1,-3.684936166E-1,6.019899845E-1
1.894207531E1,2.232646793E-1,-3.055763543E-1,5.861079693E-1
1.895196244E1,2.116585821E-1,-2.493783981E-1,5.683933496E-1
1.896184958E1,2.098260373E-1,-1.730224788E-1,5.470137000E-1
1.897173671E1,1.884463727E-1,-9.788827598E-2,5.152496696E-1
1.898162385E1,1.634016484E-1,-4.657710344E-2,4.688252807E-1
1.899151098E1,1.621799469E-1,-1.725643501E-2,4.242334068E-1
1.900139812E1,1.597365588E-1,-2.596100792E-3,3.930802047E-1
1.901128526E1,1.401894391E-1,7.788302377E-3,3.900259733E-1
1.902117239E1,9.865183383E-2,1.572931744E-2,4.162923992E-1
1.903105958E1,4.672981426E-2,4.138490185E-2,4.651601911E-1
1.904094671E1,1.740914769E-2,1.024696305E-1,5.250232220E-1
1.905083385E1,2.901524492E-2,1.592784226E-1,5.799994469E-1
1.906072098E1,5.405998230E-2,1.983726472E-1,6.148177385E-1
1.907060812E1,9.559759498E-2,2.258607745E-1,6.276455522E-1
1.908049526E1,1.915006191E-1,2.374668717E-1,6.313106418E-1
1.909038239E1,2.544178963E-1,2.447970361E-1,6.325323582E-1
1.910026953E1,2.476985604E-1,2.771719396E-1,6.252021790E-1
1.911015666E1,2.403683960E-1,3.071034551E-1,6.190937161E-1
1.912004380E1,2.354816198E-1,3.370349705E-1,6.142069101E-1
1.912993098E1,2.269297540E-1,3.956763148E-1,6.074876189E-1
1.913981812E1,2.220429778E-1,4.323271513E-1,6.111527085E-1
1.914970526E1,2.263189107E-1,4.414898455E-1,6.270347238E-1
1.915959239E1,2.318165302E-1,4.390464723E-1,6.508577466E-1
1.916947953E1,2.519744933E-1,4.329380095E-1,6.746807694E-1
1.917936666E1,2.776300907E-1,4.341596961E-1,6.820109487E-1
1.918925380E1,2.776300907E-1,4.335488379E-1,6.697940230E-1
1.919914093E1,2.513636351E-1,4.188885093E-1,6.410841942E-1
1.920902812E1,2.391466945E-1,3.816268146E-1,6.062659025E-1
1.921891526E1,2.428117841E-1,3.443651497E-1,5.867187977E-1
1.922880239E1,2.495311052E-1,3.370349705E-1,5.958815217E-1
1.923868953E1,2.617480457E-1,3.370349705E-1,6.252021790E-1
1.924857666E1,2.660239935E-1,3.468085229E-1,6.514685750E-1
1.925846380E1,2.513636351E-1,3.602471650E-1,6.649072170E-1
1.926835093E1,2.232646793E-1,3.687990308E-1,6.618530154E-1
1.927823807E1,2.018850148E-1,3.602471650E-1,6.484143734E-1
1.928812520E1,1.884463727E-1,3.180987239E-1,6.435275674E-1
1.929801239E1,1.701209545E-1,2.845021188E-1,6.569662094E-1
1.930789953E1,1.359135211E-1,2.698417902E-1,6.954495907E-1
1.931778666E1,1.090362370E-1,2.838912606E-1,7.498149872E-1
1.932767380E1,9.498675168E-2,3.028275371E-1,8.035695553E-1
1.933756093E1,7.971556485E-2,2.832804024E-1,8.353336453E-1
1.934744807E1,8.276980370E-2,2.252499312E-1,8.286142945E-1
1.935733520E1,7.910472155E-2,1.519482583E-1,7.834116220E-1
1.936722239E1,5.894676223E-2,9.819369763E-2,7.198835015E-1
1.937710953E1,3.817795217E-2,4.932591692E-2,6.447492838E-1
1.938699666E1,1.007897966E-2,-3.206948051E-3,5.543438792E-1
1.939688380E1,1.252236869E-2,-8.628217876E-2,4.553866386E-1
1.940677093E1,3.817795217E-2,-2.316638231E-1,3.741439581E-1
1.941665807E1,2.535016090E-2,-4.210264683E-1,3.411581814E-1
1.942654520E1,-2.290677279E-2,-5.859552622E-1,3.820849657E-1
1.943643234E1,-6.139015034E-2,-6.769714952E-1,5.036435723E-1
1.944631953E1,-5.955760926E-2,-6.824691296E-1,6.795675755E-1
1.945620666E1,-5.894676223E-2,-6.390989423E-1,8.506048322E-1
1.946609380E1,-7.177454978E-2,-5.883986354E-1,9.446752667E-1
1.947598093E1,-5.405998230E-2,-5.187620521E-1,9.318475127E-1
1.948586807E1,-1.863084175E-2,-4.234698713E-1,8.451071978E-1
1.949575520E1,7.024743594E-3,-3.104631305E-1,7.485933304E-1
1.950564234E1,3.512371704E-2,-1.565296054E-1,6.911736727E-1
1.951552953E1,6.749862432E-2,3.527642787E-2,6.820109487E-1
1.952541666E1,1.023169160E-1,2.069245130E-1,6.856760383E-1
1.953530380E1,1.426328421E-1,3.211529553E-1,6.587987542E-1
1.954519093E1,1.878355294E-1,3.968980014E-1,5.696150661E-1
1.955507807E1,2.263189107E-1,4.286620617E-1,4.309527278E-1
1.956496520E1,2.538070381E-1,3.950654566E-1,2.702999115E-1
1.957485234E1,2.611372173E-1,3.394783735E-1,1.065928489E-1
1.958473947E1,2.391466945E-1,2.765611112E-1,-2.901524492E-2
1.959462666E1,1.976090819E-1,1.794363856E-1,-1.084253863E-1
1.960451380E1,1.530172378E-1,5.604523420E-2,-1.334701329E-1
1.961440093E1,1.035386100E-1,-8.078455180E-2,-1.151447073E-1
1.962428807E1,4.550812021E-2,-1.889045089E-1,-7.910472155E-2
1.963417520E1,-2.046338283E-2,-2.609844804E-1,-3.390202299E-2
1.964406234E1,-7.482878864E-2,-3.135173619E-1,1.679829881E-2
1.965394947E1,-1.041494608E-1,-3.471139669E-1,6.139015034E-2
1.966383666E1,-1.291942000E-1,-3.880407214E-1,9.620844573E-2
1.967372380E1,-1.505738497E-1,-3.862081766E-1,1.084253863E-1
1.968361093E1,-1.725643575E-1,-3.373403847E-1,9.743013978E-2
1.969349807E1,-2.000524700E-1,-2.585411072E-1,7.482878864E-2
1.970338520E1,-2.250972092E-1,-1.583621502E-1,4.428642616E-2
1.971327234E1,-2.275405973E-1,-9.361234307E-2,1.924168877E-2
1.972315947E1,-1.988307834E-1,-7.040014863E-2,5.803049076E-3
1.973304666E1,-1.524063945E-1,-7.956285775E-2,2.137965523E-3
1.974293380E1,-1.053711548E-1,-9.483403713E-2,5.803049076E-3
1.975282093E1,-6.200099736E-2,-9.788827598E-2,1.985253580E-2
1.976270807E1,-3.268032894E-2,-7.101099193E-2,3.145863488E-2
1.977259520E1,-2.657185495E-2,-1.786728203E-2,3.084778599E-2
1.978248234E1,-4.489727318E-2,3.588727489E-2,8.246437646E-3
1.979236947E1,-9.009996802E-2,7.925742865E-2,-5.772506446E-2
1.980225666E1,-1.530172378E-1,1.055238619E-1,-1.707318127E-1
1.981214380E1,-2.061609477E-1,1.122431830E-1,-3.100049794E-1
1.982203093E1,-2.379250079E-1,9.575030953E-2,-4.529432356E-1
1.983191807E1,-2.544178963E-1,8.414421231E-2,-6.026008129E-1
1.984180520E1,-2.550287247E-1,9.330692142E-2,-7.455390692E-1
1.985169234E1,-2.489202619E-1,1.128540337E-1,-8.518264890E-1
1.986157947E1,-2.446443290E-1,1.482831687E-1,-9.086353183E-1
